reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/6-600001/2002,33,77.0,37.0,0.0,0.0,80.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/5-0270/2001,6,03350,,,,UNKNOWN,,
YS-N24/6-600002/2002,33,62.0,43.0,0.0,0.0,58.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/5-0440/2001,6,,,,,UNKNOWN,,
YS-N24/6-600003/2002,33,71.0,38.0,0.0,0.0,59.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/5-0526/2001,6,03342,,,,UNKNOWN,,
YS-N24/6-600004/2002,33,63.0,44.0,0.0,0.0,66.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/5-0490/2001,6,,,,,UNKNOWN,,
YS-N24/6-600005/2002,33,68.0,38.0,0.0,0.0,77.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/5-1030/2001,6,,,,,UNKNOWN,,
YS-N24/6-600006/2002,33,87.0,40.0,0.0,0.0,74.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/5-0327/2001,6,,,,,UNKNOWN,,
YS-N24/6-600007/2002,33,71.0,39.0,0.0,0.0,76.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/5-0066/2001,6,,,,,UNKNOWN,,
YS-N24/6-600008/2002,33,63.0,42.0,0.0,0.0,68.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/5-0065/2001,6,,,,,UNKNOWN,,
YS-N24/6-600009/2002,33,76.0,39.0,0.0,0.0,73.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/5-0561/2001,6,,,,,UNKNOWN,,
YS-N24/6-600010/2002,33,86.0,37.0,0.0,0.0,69.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/5-0567/2001,6,03258,,373/3258,,UNKNOWN,,
