reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/7-700001/2002,40,0.0,0.0,0.0,0.0,0.0,YY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/6-0101/2002,7,,,,,UNKNOWN,,
YS-N24/7-700002/2002,40,32.0,33.0,0.0,65.0,43.0,D,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/6-0100/2002,7,03691,,,,UNKNOWN,,
YS-N24/7-700003/2002,35,69.0,40.0,31.0,140.0,70.0,B+,35.0,32.0,67.0,45.0,D,0.0,0.0,0.0,0.0,,115.0,58.0,C,N24,YS-N24/6-0501/2002,7,03955,,,,UNKNOWN,,
YS-N24/7-700004/2002,35,61.0,32.0,35.0,128.0,64.0,B,39.0,29.0,68.0,45.0,D,0.0,0.0,0.0,0.0,,109.0,55.0,C,N24,YS-N24/6-0499/2002,7,,,,,UNKNOWN,,
YS-N24/7-700005/2002,35,62.0,32.0,25.0,119.0,60.0,B,48.0,43.0,91.0,61.0,B,0.0,0.0,0.0,0.0,,121.0,61.0,B,N24,YS-N24/6-0752/2002,7,,,,,UNKNOWN,,
YS-N24/7-700006/2002,35,62.0,42.0,25.0,129.0,65.0,B,42.0,42.0,84.0,56.0,C,0.0,0.0,0.0,0.0,,121.0,61.0,B,N24,YS-N24/6-0653/2002,7,03934,,,,UNKNOWN,,
YS-N24/7-700007/2002,35,58.0,45.0,26.0,129.0,65.0,B,44.0,40.0,84.0,56.0,C,0.0,0.0,0.0,0.0,,121.0,61.0,B,N24,YS-N24/6-0614/2002,7,,,,,UNKNOWN,,
YS-N24/7-700008/2002,33,59.0,37.0,34.0,130.0,65.0,B,90.0,45.0,135.0,90.0,A+,0.0,0.0,0.0,0.0,,155.0,78.0,B+,N24,YS-N24/6-0930/2002,7,,,,,UNKNOWN,,
YS-N24/7-700009/2002,40,76.0,36.0,0.0,112.0,75.0,B+,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/6-0193/2002,7,03681,,99/3681,,UNKNOWN,,
YS-N24/7-700010/2002,40,77.0,44.0,0.0,121.0,81.0,A,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/6-0192/2002,7,03674,,92/3674,,UNKNOWN,,
YS-N24/7-700011/2002,33,61.0,40.0,39.0,140.0,70.0,B+,83.0,42.0,125.0,83.0,A,0.0,0.0,0.0,0.0,,153.0,77.0,B+,N24,YS-N24/6-0654/2002,7,,,,,UNKNOWN,,
YS-N24/7-700012/2002,35,62.0,28.0,32.0,122.0,61.0,B,62.0,33.0,95.0,63.0,B,0.0,0.0,0.0,0.0,,124.0,62.0,B,N24,YS-N24/6-0520/2002,7,03930,,563/3930,,UNKNOWN,,
YS-N24/7-700013/2002,35,69.0,37.0,44.0,150.0,75.0,B+,62.0,39.0,101.0,67.0,B,0.0,0.0,0.0,0.0,,142.0,71.0,B+,N24,YS-N24/6-0584/2002,7,,,,,UNKNOWN,,
YS-N24/7-700014/2002,35,53.0,35.0,32.0,120.0,60.0,B,57.0,35.0,92.0,61.0,B,0.0,0.0,0.0,0.0,,121.0,61.0,B,N24,YS-N24/6-0629/2002,7,03975,,608/3975,,UNKNOWN,,
YS-N24/7-700015/2002,32,79.0,43.0,48.0,170.0,85.0,A,88.0,48.0,136.0,91.0,A+,0.0,0.0,0.0,0.0,,176.0,88.0,A,N24,YS-N24/6-0943/2002,7,,,,,UNKNOWN,,
YS-N24/7-700016/2002,33,67.0,29.0,24.0,120.0,60.0,B,90.0,31.0,121.0,81.0,A,0.0,0.0,0.0,0.0,,141.0,71.0,B+,N24,YS-N24/5-0126/2001,7,03863,,,,UNKNOWN,,
YS-N24/7-700017/2002,33,64.0,35.0,35.0,134.0,67.0,B,85.0,43.0,128.0,85.0,A,0.0,0.0,0.0,0.0,,152.0,76.0,B+,N24,YS-N24/6-0437/2002,7,,,,,UNKNOWN,,
YS-N24/7-700018/2002,32,38.0,39.0,43.0,120.0,60.0,B,75.0,44.0,119.0,79.0,B+,0.0,0.0,0.0,0.0,,139.0,70.0,B+,N24,YS-N24/6-0410/2002,7,03821,,239/3821,,UNKNOWN,,
