reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/8-800001/2003,35,76.0,37.0,39.0,152.0,76.0,B+,69.0,39.0,108.0,72.0,B+,0.0,0.0,0.0,0.0,,148.0,74.0,B+,N24,YS-N24/7-0538/2002,8,,,,,UNKNOWN,,
YS-N24/8-800002/2003,35,72.0,33.0,35.0,140.0,70.0,B+,49.0,41.0,90.0,60.0,B,0.0,0.0,0.0,0.0,,130.0,65.0,B,N24,YS-N24/7-0840/2002,8,,,,,UNKNOWN,,
YS-N24/8-800003/2003,35,55.0,36.0,36.0,127.0,64.0,B,37.0,38.0,75.0,50.0,C,0.0,0.0,0.0,0.0,,114.0,57.0,C,N24,YS-N24/7-0839/2002,8,,,,,UNKNOWN,,
YS-N24/8-800004/2003,35,72.0,30.0,32.0,134.0,67.0,B,32.0,33.0,65.0,43.0,D,0.0,0.0,0.0,0.0,,110.0,55.0,C,N24,YS-N24/7-0914/2002,8,04401,,,,UNKNOWN,,
YS-N24/8-800005/2003,35,65.0,35.0,39.0,139.0,70.0,B+,46.0,30.0,76.0,51.0,C,0.0,0.0,0.0,0.0,,121.0,61.0,B,N24,YS-N24/7-0394/2002,8,,,,,UNKNOWN,,
YS-N24/8-800006/2003,35,75.0,45.0,48.0,168.0,84.0,A,77.0,39.0,116.0,77.0,B+,0.0,0.0,0.0,0.0,,161.0,81.0,A,N24,YS-N24/7-0469/2002,8,,,,,UNKNOWN,,
YS-N24/8-800007/2003,35,61.0,35.0,44.0,140.0,70.0,B+,55.0,35.0,90.0,60.0,B,0.0,0.0,0.0,0.0,,130.0,65.0,B,N24,YS-N24/7-0248/2002,8,04369,,455/4369,,UNKNOWN,,
YS-N24/8-800008/2003,35,59.0,44.0,41.0,144.0,72.0,B+,63.0,33.0,96.0,64.0,B,0.0,0.0,0.0,0.0,,136.0,68.0,B,N24,YS-N24/7-0757/2002,8,,,,,UNKNOWN,,
YS-N24/8-800009/2003,35,68.0,44.0,40.0,152.0,76.0,B+,72.0,39.0,111.0,74.0,B+,0.0,0.0,0.0,0.0,,150.0,75.0,B+,N24,YS-N24/7-0767/2002,8,,,,,UNKNOWN,,
YS-N24/8-800010/2003,35,55.0,33.0,42.0,130.0,65.0,B,61.0,33.0,94.0,63.0,B,0.0,0.0,0.0,0.0,,128.0,64.0,B,N24,YS-N24/7-0277/2002,8,04362,,,,UNKNOWN,,
YS-N24/8-800011/2003,35,67.0,33.0,42.0,142.0,71.0,B+,55.0,39.0,94.0,63.0,B,0.0,0.0,0.0,0.0,,134.0,67.0,B,N24,YS-N24/7-0325/2002,8,04428,,,,UNKNOWN,,
YS-N24/8-800012/2003,40,0.0,0.0,0.0,0.0,0.0,YY,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,COMING NAIHATI YOUTH,8,,,,,UNKNOWN,,
YS-N24/8-800013/2003,35,78.0,97.0,0.0,175.0,88.0,A,75.0,39.0,114.0,76.0,B+,0.0,0.0,0.0,0.0,,164.0,82.0,A,N24,COMING NAIHATI YOUTH,8,04387,,,,UNKNOWN,,
YS-N24/8-800014/2003,40,84.0,45.0,0.0,129.0,86.0,A,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/7-0469/2002,8,,,,,UNKNOWN,,
YS-N24/8-800015/2003,35,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,YY,0.0,0.0,0.0,0.0,,0.0,0.0,YY,N24,COMING HABRA,8,,,,,UNKNOWN,,
YS-N24/8-800016/2003,35,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,YY,0.0,0.0,0.0,0.0,,0.0,0.0,YY,N24,COMING MULALI,8,,,,,UNKNOWN,,
YS-N24/8-800017/2003,32,64.0,25.0,32.0,121.0,61.0,B,30.0,33.0,63.0,42.0,D,0.0,0.0,0.0,0.0,,103.0,52.0,C,N24,YS-N24/7-0605/2002,8,,,,,UNKNOWN,,
YS-N24/8-800018/2003,32,55.0,43.0,33.0,131.0,66.0,B,70.0,39.0,109.0,73.0,B+,0.0,0.0,0.0,0.0,,139.0,70.0,B+,N24,YS-N24/7-0274/2002,8,04211,,205/4211,,UNKNOWN,,
YS-N24/8-800019/2003,33,67.0,30.0,43.0,140.0,70.0,B+,83.0,22.0,105.0,70.0,B+,0.0,0.0,0.0,0.0,,140.0,70.0,B+,N24,YS-N24/7-0887/2002,8,,,,,UNKNOWN,,
YS-N24/8-800020/2003,35,54.0,19.0,39.0,112.0,56.0,C,45.0,31.0,76.0,51.0,C,0.0,0.0,0.0,0.0,,107.0,54.0,C,N24,YS-N24/7-0918/2002,8,,,,,UNKNOWN,,
