reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/38-3600051/2013,35,78.0,27.0,40.0,145.0,73.0,B+,32.0,80.0,112.0,56.0,C,0.0,0.0,0.0,0.0,,129.0,65.0,B,N24,YS-N24/36-3600051/2013,38,019139,10/01/2015,291/019139,14/06/2014,,,
YS-N24/38-3600136/2013,35,70.0,22.0,44.0,136.0,68.0,B,42.0,86.0,128.0,64.0,B,0.0,0.0,0.0,0.0,,132.0,66.0,B,N24,YS-N24/36-3600136/2013,38,019249,08/04/2015,401/019249,19/06/2014,,,
YS-N24/38-3600069/2013,35,84.0,42.0,46.0,172.0,86.0,A,62.0,86.0,148.0,74.0,B+,0.0,0.0,0.0,0.0,,160.0,80.0,A,N24,YS-N24/36-3600069/2013,38,019180,27/01/2015,332/019180,02/07/2014,,,
YS-N24/38-3600068/2013,35,92.0,44.0,46.0,182.0,91.0,A+,66.0,81.0,147.0,74.0,B+,0.0,0.0,0.0,0.0,,165.0,83.0,A,N24,YS-N24/36-3600068/2013,38,019116,05/02/2015,268/019116,05/02/2015,,,
YS-N24/38-3600064/2013,35,72.0,22.0,46.0,140.0,70.0,B+,44.0,81.0,125.0,63.0,B,0.0,0.0,0.0,0.0,,133.0,67.0,B,N24,YS-N24/36-3600064/2013,38,019165,19/01/2018,317/019165,01/08/2014,,,
YS-N24/38-3600343/2013,35,64.0,32.0,44.0,140.0,70.0,B+,56.0,81.0,137.0,69.0,B,0.0,0.0,0.0,0.0,,139.0,70.0,B+,N24,YS-N24/36-3600343/2013,38,,,38,02/07/2014,,,
YS-N24/38-3600063/2013,35,56.0,30.0,42.0,128.0,64.0,B,64.0,84.0,148.0,74.0,B+,0.0,0.0,0.0,0.0,,138.0,69.0,B,N24,YS-N24/36-3600063/2013,38,019229,28/12/2015,381/019229,02/07/2014,,,
YS-N24/38-3600092/2013,35,94.0,45.0,48.0,187.0,94.0,A+,82.0,95.0,177.0,89.0,A,0.0,0.0,0.0,0.0,,183.0,92.0,A+,N24,YS-N24/36-3600092/2013,38,019231,05/02/2015,383/019231,02/07/2014,,,
YS-N24/38-3600142/2013,35,72.0,27.0,40.0,139.0,70.0,B+,50.0,76.0,126.0,63.0,B,0.0,0.0,0.0,0.0,,133.0,67.0,B,N24,YS-N24/36-3600142/2013,38,019157,01/04/2015,309/019157,01/04/2015,,,
YS-N24/38-3600599/2013,35,70.0,28.0,44.0,142.0,71.0,B+,52.0,80.0,132.0,66.0,B,0.0,0.0,0.0,0.0,,137.0,69.0,B,N24,YS-N24/36-3600599/2013,38,019244,29/01/2015,396/019244,30/06/2014,,,
YS-N24/38-3600594/2013,35,64.0,27.0,48.0,139.0,70.0,B+,56.0,80.0,136.0,68.0,B,0.0,0.0,0.0,0.0,,138.0,69.0,B,N24,YS-N24/36-3600594/2013,38,,,32,08/07/2014,,,
YS-N24/38-3600059/2013,35,42.0,13.0,40.0,95.0,48.0,D,28.0,78.0,106.0,53.0,C,0.0,0.0,0.0,0.0,,101.0,51.0,C,N24,YS-N24/36-3600059/2013,38,019161,,313/019161,29/08/2014,,,
YS-N24/38-3600055/2013,35,56.0,23.0,35.0,114.0,57.0,C,40.0,80.0,120.0,60.0,B,0.0,0.0,0.0,0.0,,117.0,59.0,C,N24,YS-N24/36-3600055/2013,38,019212,11/02/2015,364/019212,11/02/2015,,,
YS-N24/38-3600593/2013,35,62.0,20.0,42.0,124.0,62.0,B,36.0,92.0,128.0,64.0,B,0.0,0.0,0.0,0.0,,126.0,63.0,B,N24,YS-N24/36-3600593/2013,38,,,30,11/08/2014,,,
YS-N24/38-3600145/2013,35,76.0,31.0,40.0,147.0,74.0,B+,34.0,85.0,119.0,60.0,B,0.0,0.0,0.0,0.0,,134.0,67.0,B,N24,YS-N24/36-3600145/2013,38,019243,,395/019243,,,,
YS-N24/38-3600093/2013,35,86.0,29.0,46.0,161.0,81.0,A,86.0,88.0,174.0,87.0,A,0.0,0.0,0.0,0.0,,168.0,84.0,A,N24,YS-N24/36-3600093/2013,38,019117,07/04/2015,269/019117,25/06/2014,,,
YS-N24/38-3600151/2013,35,98.0,49.0,48.0,195.0,98.0,A+,92.0,91.0,183.0,92.0,A+,0.0,0.0,0.0,0.0,,190.0,95.0,A+,N24,YS-N24/36-3600151/2013,38,019233,10/01/2015,385/019233,16/06/2014,,,
