reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/79-7700304/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700304/2024,79,,,,,,,
YS-N24/79-7700273/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700273/2024,79,,,,,,,
YS-N24/79-7700098/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700098/2024,79,,,,,,,
YS-N24/79-7700233/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700233/2024,79,,,,,,,
YS-N24/79-7700008/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700008/2024,79,,,,,,,
YS-N24/79-7700102/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700102/2024,79,,,,,,,
YS-N24/79-7700204/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700204/2024,79,,,,,,,
YS-N24/79-7700283/2024,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700283/2024,79,,,,,,,
YS-N24/79-7500031/2024,45,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7500031/2024,79,,,,,,,
YS-N24/79-7700138/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700138/2024,79,,,,,,,
YS-N24/79-7700147/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700147/2024,79,,,,,,,
YS-N24/79-7700214/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700214/2024,79,,,,,,,
YS-N24/79-7700082/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700082/2024,79,,,,,,,
YS-N24/79-7700100/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700100/2024,79,,,,,,,
YS-N24/79-7700075/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700075/2024,79,,,,,,,
YS-N24/79-7700076/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700076/2024,79,,,,,,,
YS-N24/79-7700207/2024,32,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700207/2024,79,,,,,,,
YS-N24/79-7700305/2024,32,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700305/2024,79,,,,,,,
YS-N24/79-7500104/2024,45,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7500104/2024,79,,,,,,,
YS-N24/79-7700012/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700012/2024,79,,,,,,,
YS-N24/79-7700136/2024,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700136/2024,79,,,,,,,
YS-N24/79-7700003/2024,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700003/2024,79,,,,,,,
YS-N24/79-7700110/2024,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700110/2024,79,,,,,,,
YS-N24/79-7700111/2024,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700111/2024,79,,,,,,,
YS-N24/79-7700293/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700293/2024,79,,,,,,,
YS-N24/79-7700292/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700292/2024,79,,,,,,,
YS-N24/79-7700307/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700307/2024,79,,,,,,,
YS-N24/79-7500103/2024,43,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7500103/2024,79,,,,,,,
YS-N24/79-7500102/2024,43,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7500102/2024,79,,,,,,,
YS-N24/79-7700116/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700116/2024,79,,,,,,,
YS-N24/79-7700120/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700120/2024,79,,,,,,,
YS-N24/79-7700118/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700118/2024,79,,,,,,,
YS-N24/79-7700137/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700137/2024,79,,,,,,,
YS-N24/79-7700129/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700129/2024,79,,,,,,,
YS-N24/79-7500116/2024,43,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7500116/2024,79,,,,,,,
YS-N24/79-7700133/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700133/2024,79,,,,,,,
YS-N24/79-7700119/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700119/2024,79,,,,,,,
YS-N24/79-7700134/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700134/2024,79,,,,,,,
YS-N24/79-7700161/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700161/2024,79,,,,,,,
YS-N24/79-7700193/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700193/2024,79,,,,,,,
YS-N24/79-7700095/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700095/2024,79,,,,,,,
YS-N24/79-7700144/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700144/2024,79,,,,,,,
YS-N24/79-7700042/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700042/2024,79,,,,,,,
YS-N24/79-7700079/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700079/2024,79,,,,,,,
YS-N24/79-7700048/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700048/2024,79,,,,,,,
YS-N24/79-7700259/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700259/2024,79,,,,,,,
YS-N24/79-7700261/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700261/2024,79,,,,,,,
YS-N24/79-7700205/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700205/2024,79,,,,,,,
YS-N24/79-7700217/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700217/2024,79,,,,,,,
YS-N24/79-7700191/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700191/2024,79,,,,,,,
YS-N24/79-7700285/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700285/2024,79,,,,,,,
YS-N24/79-7700192/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700192/2024,79,,,,,,,
YS-N24/79-7700242/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700242/2024,79,,,,,,,
YS-N24/79-7700017/2024,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700017/2024,79,,,,,,,
YS-N24/79-7700073/2024,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700073/2024,79,,,,,,,
YS-N24/79-7700309/2024,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700309/2024,79,,,,,,,
YS-N24/79-7700308/2024,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700308/2024,79,,,,,,,
YS-N24/79-7700160/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700160/2024,79,,,,,,,
YS-N24/79-7700143/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700143/2024,79,,,,,,,
YS-N24/79-7700297/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700297/2024,79,,,,,,,
YS-N24/79-7700108/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700108/2024,79,,,,,,,
YS-N24/79-7700148/2024,32,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700148/2024,79,,,,,,,
YS-N24/79-7700272/2024,32,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700272/2024,79,,,,,,,
YS-N24/79-7700306/2024,32,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700306/2024,79,,,,,,,
YS-N24/79-7700113/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700113/2024,79,,,,,,,
YS-N24/79-7700270/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700270/2024,79,,,,,,,
YS-N24/79-7700271/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700271/2024,79,,,,,,,
YS-N24/79-7700114/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700114/2024,79,,,,,,,
YS-N24/79-7700011/2024,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700011/2024,79,,,,,,,
YS-N24/79-7700047/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700047/2024,79,,,,,,,
YS-N24/79-7000228/2024,45,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7000228/2024,79,,,,,,,
YS-N24/79-7700002/2024,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700002/2024,79,,,,,,,
YS-N24/79-7700016/2024,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700016/2024,79,,,,,,,
YS-N24/79-7700060/2024,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700060/2024,79,,,,,,,
YS-N24/79-7700022/2024,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700022/2024,79,,,,,,,
YS-N24/79-7700299/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700299/2024,79,,,,,,,
YS-N24/79-7700281/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700281/2024,79,,,,,,,
YS-N24/79-7700316/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700316/2024,79,,,,,,,
YS-N24/79-7500001/2024,43,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7500001/2024,79,,,,,,,
YS-N24/79-7700097/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700097/2024,79,,,,,,,
YS-N24/79-7500091/2024,43,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7500091/2024,79,,,,,,,
YS-N24/79-7700050/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700050/2024,79,,,,,,,
YS-N24/79-7700188/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700188/2024,79,,,,,,,
YS-N24/79-7700115/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700115/2024,79,,,,,,,
YS-N24/79-7700044/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700044/2024,79,,,,,,,
YS-N24/79-7700124/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700124/2024,79,,,,,,,
YS-N24/79-7700260/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700260/2024,79,,,,,,,
YS-N24/79-7700015/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700015/2024,79,,,,,,,
YS-N24/79-7700286/2024,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700286/2024,79,,,,,,,
YS-N24/79-7700186/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700186/2024,79,,,,,,,
YS-N24/79-7700187/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700187/2024,79,,,,,,,
YS-N24/79-7700176/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700176/2024,79,,,,,,,
YS-N24/79-7700159/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700159/2024,79,,,,,,,
YS-N24/79-7700087/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700087/2024,79,,,,,,,
YS-N24/79-7700311/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700311/2024,79,,,,,,,
YS-N24/79-7700179/2024,32,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700179/2024,79,,,,,,,
YS-N24/79-7700174/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700174/2024,79,,,,,,,
YS-N24/79-6800383/2024,45,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-6800383/2024,79,,,,,,,
YS-N24/79-7500044/2024,45,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7500044/2024,79,,,,,,,
YS-N24/79-7500023/2024,43,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7500023/2024,79,,,,,,,
YS-N24/79-7700127/2024,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700127/2024,79,,,,,,,
YS-N24/79-7700180/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700180/2024,79,,,,,,,
YS-N24/79-7700282/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/77-7700282/2024,79,,,,,,,
