reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/61-5900531/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/59-5900531/2019,61,,,,,,,
YS-N24/61-5700096/2019,45,,,,,,,,,,,,46.0,30.0,,,,,,B+,N24,YS-N24/59-5700096/2019,61,WB1132428569,08/02/2021,,,,PASS,
YS-N24/61-5700054/2019,45,,,,,,,,,,,,46.0,30.0,,,,,,B+,N24,YS-N24/59-5700054/2019,61,WB1132428626,23/03/2021,,,,PASS,
YS-N24/61-5700099/2019,45,,,,,,,,,,,,51.0,28.0,,,,,,B+,N24,YS-N24/59-5700099/2019,61,WB1132428652,,,,,PASS,
YS-N24/61-5700075/2019,45,,,,,,,,,,,,45.0,30.0,,,,,,B+,N24,YS-N24/59-5700075/2019,61,WB1132428551,05/03/2021,,,,PASS,
YS-N24/61-5700052/2019,45,,,,,,,,,,,,49.0,29.0,,,,,,B+,N24,YS-N24/59-5700052/2019,61,WB1132428495,16/01/2021,,,,PASS,
YS-N24/61-5700007/2019,45,,,,,,,,,,,,54.0,29.0,,,,,,A,N24,YS-N24/59-5700007/2019,61,WB1132428668,,,,,PASS,
YS-N24/61-5700049/2019,45,,,,,,,,,,,,45.0,30.0,,,,,,B+,N24,YS-N24/59-5700049/2019,61,WB1132428534,18/03/2021,,,,PASS,
YS-N24/61-5700041/2019,45,,,,,,,,,,,,40.0,28.0,,,,,,B,N24,YS-N24/59-5700041/2019,61,WB1132428428,20/03/2021,,,,PASS,
YS-N24/61-5900002/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/59-5900002/2019,61,,,,,,,
YS-N24/61-5900073/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/59-5900073/2019,61,,,,,,,
YS-N24/61-5900037/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/59-5900037/2019,61,,,,,,,
YS-N24/61-5900493/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/59-5900493/2019,61,,,,,,,
YS-N24/61-5900044/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/59-5900044/2019,61,,,,,,,
YS-N24/61-5900033/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/59-5900033/2019,61,,,,,,,
YS-N24/61-5900020/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/59-5900020/2019,61,,,,,,,
YS-N24/61-5700163/2019,45,,,,,,,,,,,,30.0,29.0,,,,,,C,N24,YS-N24/59-5700163/2019,61,WB1132428981,01/03/2021,,,,PASS,
YS-N24/61-5700165/2019,45,,,,,,,,,,,,40.0,27.0,,,,,,B,N24,YS-N24/59-5700165/2019,61,WB1132428819,19/08/2021,,,,PASS,
YS-N24/61-5900015/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/59-5900015/2019,61,,,,,,,
YS-N24/61-5900030/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/59-5900030/2019,61,,,,,,,
YS-N24/61-5900079/2019,35,,,,,,,45.0,28.0,,,,,,,,,,,B+,N24,YS-N24/59-5900079/2019,61,WB1132434595,18/03/2021,,,,PASS,
YS-N24/61-5900018/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/59-5900018/2019,61,,,,,,,
