reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/77-7300053/2024,43,,,,,,,,,,,,65.0,30.0,,,,,,A+,N24,YS-N24/75-7300053/2023,77,WB1137796802,,,,,PASS,
YS-N24/77-7300070/2024,45,,,,,,,,,,,,60.0,30.0,,,,,,A+,N24,YS-N24/75-7300070/2023,77,WB1137798996,24/04/2025,,,,PASS,
YS-N24/77-7300080/2024,45,,,,,,,,,,,,57.0,30.0,,,,,,A,N24,YS-N24/75-7300080/2023,77,WB1137798693,24/04/2025,,,,PASS,
YS-N24/77-7500018/2024,35,,,,,,,63.0,29.0,,,,,,,,,,,A+,N24,YS-N24/75-7500018/2023,77,WB1137822582,24/04/2025,,,,PASS,
YS-N24/77-7500050/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/75-7500050/2023,77,,,,,,PASS,
YS-N24/77-7500013/2024,35,,,,,,,59.0,29.0,,,,,,,,,,,A,N24,YS-N24/75-7500013/2023,77,WB1137812753,,,,,PASS,
YS-N24/77-7500017/2024,35,,,,,,,60.0,30.0,,,,,,,,,,,A+,N24,YS-N24/75-7500017/2023,77,WB1137822662,,,,,PASS,
YS-N24/77-7500086/2024,35,,,,,,,59.0,30.0,,,,,,,,,,,A,N24,YS-N24/75-7500086/2023,77,WB1137812775,08/03/2025,,,,PASS,
YS-N24/77-7500073/2024,35,,,,,,,62.0,29.0,,,,,,,,,,,A+,N24,YS-N24/75-7500073/2023,77,WB1137813387,01/03/2025,,,,PASS,
YS-N24/77-7500079/2024,35,,,,,,,58.0,30.0,,,,,,,,,,,A,N24,YS-N24/75-7500079/2023,77,WB1137812355,24/02/2025,,,,PASS,
YS-N24/77-7500001/2024,33,,,,,,,52.0,29.0,,,,,,,,,,,A,N24,YS-N24/75-7500001/2023,77,WB1137822315,24/04/2025,,,,PASS,
YS-N24/77-7300204/2024,43,,,,,,,,,,,,65.0,29.0,,,,,,A+,N24,YS-N24/75-7300204/2023,77,WB1137796760,10/03/2025,,,,PASS,
YS-N24/77-7300065/2024,43,,,,,,,,,,,,64.0,30.0,,,,,,A+,N24,YS-N24/75-7300065/2023,77,WB1137797182,10/03/2025,,,,PASS,
YS-N24/77-7500039/2024,32,,,,,,,69.0,30.0,,,,,,,,,,,A+,N24,YS-N24/75-7500039/2023,77,WB1137814010,24/03/2025,,,,PASS,
YS-N24/77-7500103/2024,33,,,,,,,50.0,29.0,,,,,,,,,,,B+,N24,YS-N24/75-7500103/2023,77,WB1137822259,24/04/2025,,,,PASS,
YS-N24/77-7500102/2024,33,,,,,,,55.0,30.0,,,,,,,,,,,A,N24,YS-N24/75-7500102/2023,77,WB1137821466,24/04/2025,,,,PASS,
YS-N24/77-7500031/2024,35,,,,,,,64.0,30.0,,,,,,,,,,,A+,N24,YS-N24/75-7500031/2023,77,WB1137822617,,,,,PASS,
YS-N24/77-7300232/2024,45,,,,,,,,,,,,65.0,30.0,,,,,,A+,N24,YS-N24/75-7300232/2023,77,WB1137807139,26/03/2025,,,,PASS,
YS-N24/77-7300200/2024,45,,,,,,,,,,,,61.0,30.0,,,,,,A+,N24,YS-N24/75-7300200/2023,77,WB1137798854,15/03/2025,,,,PASS,
YS-N24/77-7300128/2024,45,,,,,,,,,,,,62.0,30.0,,,,,,A+,N24,YS-N24/75-7300128/2023,77,WB1137798702,25/02/2025,,,,PASS,
YS-N24/77-7300119/2024,45,,,,,,,,,,,,62.0,30.0,,,,,,A+,N24,YS-N24/75-7300119/2023,77,WB1137798971,15/03/2025,,,,PASS,
YS-N24/77-7300019/2024,45,,,,,,,,,,,,65.0,30.0,,,,,,A+,N24,YS-N24/75-7300019/2023,77,WB1137809614,01/03/2025,,,,PASS,
YS-N24/77-7300237/2024,45,,,,,,,,,,,,60.0,30.0,,,,,,A+,N24,YS-N24/75-7300237/2023,77,WB1137810059,18/04/2025,,,,PASS,
YS-N24/77-7300104/2024,45,,,,,,,,,,,,62.0,30.0,,,,,,A+,N24,YS-N24/75-7300104/2023,77,WB1137809764,18/02/2025,,,,PASS,
YS-N24/77-7300092/2024,45,,,,,,,,,,,,64.0,30.0,,,,,,A+,N24,YS-N24/75-7300092/2023,77,WB1137809922,08/04/2025,,,,PASS,
YS-N24/77-7300228/2024,45,,,,,,,,,,,,66.0,30.0,,,,,,A+,N24,YS-N24/75-7300228/2023,77,WB1137808184,18/02/2025,,,,PASS,
YS-N24/77-7300147/2024,45,,,,,,,,,,,,57.0,29.0,,,,,,A,N24,YS-N24/75-7300147/2023,77,WB1137809686,,,,,PASS,
YS-N24/77-7300160/2024,45,,,,,,,,,,,,62.0,30.0,,,,,,A+,N24,YS-N24/75-7300160/2023,77,WB1137810320,04/03/2025,,,,PASS,
YS-N24/77-7300226/2024,45,,,,,,,,,,,,67.0,29.0,,,,,,A+,N24,YS-N24/75-7300226/2023,77,WB1137809450,03/03/2025,,,,PASS,
YS-N24/77-7300037/2024,45,,,,,,,,,,,,63.0,29.0,,,,,,A+,N24,YS-N24/75-7300037/2023,77,WB1137810068,17/02/2025,,,,PASS,
YS-N24/77-7500006/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/75-7500006/2023,77,,,,,,PASS,
YS-N24/77-7500007/2024,35,,,,,,,60.0,30.0,,,,,,,,,,,A+,N24,YS-N24/75-7500007/2023,77,WB1137822506,24/04/2025,,,,PASS,
YS-N24/77-7500076/2024,35,,,,,,,55.0,29.0,,,,,,,,,,,A,N24,YS-N24/75-7500076/2023,77,WB1137813361,01/03/2025,,,,PASS,
YS-N24/77-7500087/2024,35,,,,,,,55.0,29.0,,,,,,,,,,,A,N24,YS-N24/75-7500087/2023,77,WB1137813293,28/03/2025,,,,PASS,
YS-N24/77-7500034/2024,35,,,,,,,65.0,29.0,,,,,,,,,,,A+,N24,YS-N24/75-7500034/2023,77,WB1137812746,27/02/2025,,,,PASS,
YS-N24/77-7300240/2024,43,,,,,,,,,,,,66.0,30.0,,,,,,A+,N24,YS-N24/75-7300240/2023,77,WB1137796585,22/02/2025,,,,PASS,
YS-N24/77-7500067/2024,35,,,,,,,65.0,30.0,,,,,,,,,,,A+,N24,YS-N24/75-7500067/2023,77,WB1137811060,,,,,PASS,
YS-N24/77-7500104/2024,35,,,,,,,66.0,30.0,,,,,,,,,,,A+,N24,YS-N24/75-7500104/2023,77,WB1137822648,,,,,PASS,
YS-N24/77-7500060/2024,35,,,,,,,60.0,28.0,,,,,,,,,,,A,N24,YS-N24/75-7500060/2023,77,WB1137812399,,,,,PASS,
YS-N24/77-7500044/2024,35,,,,,,,58.0,30.0,,,,,,,,,,,A,N24,YS-N24/75-7500044/2023,77,WB1137822475,24/04/2025,,,,PASS,
YS-N24/77-7500054/2024,35,,,,,,,66.0,30.0,,,,,,,,,,,A+,N24,YS-N24/75-7500054/2023,77,WB1137811226,,,,,PASS,
YS-N24/77-7500052/2024,35,,,,,,,63.0,30.0,,,,,,,,,,,A+,N24,YS-N24/75-7500052/2023,77,WB1137811132,26/03/2025,,,,PASS,
YS-N24/77-7500055/2024,35,,,,,,,50.0,30.0,,,,,,,,,,,A,N24,YS-N24/75-7500055/2023,77,WB1137812375,,,,,PASS,
YS-N24/77-7500056/2024,35,,,,,,,62.0,30.0,,,,,,,,,,,A+,N24,YS-N24/75-7500056/2023,77,WB1137812403,,,,,PASS,
YS-N24/77-7300408/2024,43,,,,,,,,,,,,61.0,30.0,,,,,,A+,N24,YS-N24/75-7300408/2023,77,WB1137796747,27/02/2025,,,,PASS,
YS-N24/77-7300012/2024,43,,,,,,,,,,,,69.0,30.0,,,,,,A+,N24,YS-N24/75-7300012/2023,77,WB1137796678,12/03/2025,,,,PASS,
YS-N24/77-7300112/2024,43,,,,,,,,,,,,67.0,29.0,,,,,,A+,N24,YS-N24/75-7300112/2023,77,WB1137796819,,,,,PASS,
YS-N24/77-7300095/2024,43,,,,,,,,,,,,64.0,29.0,,,,,,A+,N24,YS-N24/75-7300095/2023,77,WB1137796432,03/04/2025,,,,PASS,
YS-N24/77-7500023/2024,33,,,,,,,61.0,29.0,,,,,,,,,,,A+,N24,YS-N24/75-7500023/2023,77,WB1137821387,24/04/2025,,,,PASS,
YS-N24/77-7500065/2024,33,,,,,,,51.0,30.0,,,,,,,,,,,A,N24,YS-N24/75-7500065/2023,77,WB1137821431,,,,,PASS,
YS-N24/77-7500035/2024,33,,,,,,,50.0,28.0,,,,,,,,,,,B+,N24,YS-N24/75-7500035/2023,77,WB1137813611,24/04/2025,,,,PASS,
YS-N24/77-7300411/2024,43,,,,,,,,,,,,65.0,29.0,,,,,,A+,N24,YS-N24/75-7300411/2023,77,WB1137796694,,,,,PASS,
YS-N24/77-7500091/2024,33,,,,,,,50.0,29.0,,,,,,,,,,,B+,N24,YS-N24/75-7500091/2023,77,WB1137822329,24/04/2025,,,,PASS,
YS-N24/77-7300009/2024,43,,,,,,,,,,,,63.0,29.0,,,,,,A+,N24,YS-N24/75-7300009/2023,77,WB1137797240,25/02/2025,,,,PASS,
YS-N24/77-7500066/2024,33,,,,,,,54.0,29.0,,,,,,,,,,,A,N24,YS-N24/75-7500066/2023,77,WB1137821415,,,,,PASS,
YS-N24/77-7500116/2024,33,,,,,,,49.0,30.0,,,,,,,,,,,B+,N24,YS-N24/75-7500116/2023,77,WB1137822285,24/04/2025,,,,PASS,
YS-N24/77-7300253/2024,45,,,,,,,,,,,,57.0,30.0,,,,,,A,N24,YS-N24/75-7300253/2023,77,WB1137808014,24/02/2025,,,,PASS,
YS-N24/77-7500009/2024,35,,,,,,,63.0,30.0,,,,,,,,,,,A+,N24,YS-N24/75-7500009/2023,77,WB1137822681,24/04/2025,,,,PASS,
YS-N24/77-7500026/2024,35,,,,,,,54.0,30.0,,,,,,,,,,,A,N24,YS-N24/75-7500026/2023,77,WB1137812763,12/03/2025,,,,PASS,
YS-N24/77-7300223/2024,45,,,,,,,,,,,,58.0,30.0,,,,,,A,N24,YS-N24/75-7300223/2023,77,WB1137798924,18/02/2025,,,,PASS,
YS-N24/77-7500093/2024,35,,,,,,,61.0,29.0,,,,,,,,,,,A+,N24,YS-N24/75-7500093/2023,77,WB1137822557,24/04/2025,,,,PASS,
YS-N24/77-7500012/2024,35,,,,,,,63.0,30.0,,,,,,,,,,,A+,N24,YS-N24/75-7500012/2023,77,WB1137812656,19/02/2025,,,,PASS,
YS-N24/77-7300330/2024,45,,,,,,,,,,,,56.0,29.0,,,,,,A,N24,YS-N24/75-7300330/2023,77,WB1137798713,26/02/2025,,,,PASS,
YS-N24/77-7300064/2024,45,,,,,,,,,,,,61.0,29.0,,,,,,A+,N24,YS-N24/75-7300064/2023,77,WB1137806929,25/03/2025,,,,PASS,
