reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/43-3900626/2015,45,80.0,31.0,45.0,156.0,78.0,B+,74.0,93.0,167.0,84.0,A,42.0,83.0,125.0,63.0,B,225.0,75.0,B+,N24,YS-N24/41-3900626/2014,43,020611,29/03/2016,55/020611,22/09/2015,,,
YS-N24/43-4100202/2015,35,74.0,31.0,40.0,145.0,73.0,B+,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/41-4100202/2014,43,,,,,,,
YS-N24/43-4100099/2015,35,88.0,42.0,44.0,174.0,87.0,A,84.0,86.0,170.0,85.0,A,0.0,0.0,0.0,0.0,,172.0,86.0,A,N24,YS-N24/41-4100099/2014,43,,,77,07/09/2015,,,
YS-N24/43-4100047/2015,35,70.0,25.0,44.0,139.0,70.0,B+,44.0,80.0,124.0,62.0,B,0.0,0.0,0.0,0.0,,132.0,66.0,B,N24,YS-N24/41-4100047/2014,43,,,65,07/09/2015,,,
YS-N24/43-3900381/2015,45,72.0,29.0,50.0,151.0,76.0,B+,60.0,82.0,142.0,71.0,B+,52.0,86.0,138.0,69.0,B,216.0,72.0,B+,N24,YS-N24/41-3900381/2014,43,020585,29/03/2016,29/020585,29/03/2016,,,
YS-N24/43-4100035/2015,35,62.0,21.0,43.0,126.0,63.0,B,34.0,81.0,115.0,58.0,C,0.0,0.0,0.0,0.0,,121.0,61.0,B,N24,YS-N24/41-4100035/2014,43,,,85,23/07/2016,,,
YS-N24/43-3900418/2015,45,68.0,23.0,42.0,133.0,67.0,B,22.0,80.0,102.0,51.0,C,12.0,92.0,104.0,52.0,C,170.0,57.0,C,N24,YS-N24/41-3900418/2014,43,020594,18/04/2016,38/020594,18/04/2016,,,
YS-N24/43-3900416/2015,45,68.0,21.0,42.0,131.0,66.0,B,26.0,80.0,106.0,53.0,C,38.0,92.0,130.0,65.0,B,184.0,62.0,B,N24,YS-N24/41-3900416/2014,43,020608,15/03/2016,52/020608,15/03/2016,,,
YS-N24/43-3900342/2015,45,64.0,27.0,36.0,127.0,64.0,B,30.0,92.0,122.0,61.0,B,50.0,96.0,146.0,73.0,B+,198.0,66.0,B,N24,YS-N24/41-3900342/2014,43,020596,01/10/2016,40/020596,11/01/2016,,,
YS-N24/43-3900287/2015,45,62.0,22.0,38.0,122.0,61.0,B,72.0,98.0,170.0,85.0,A,38.0,96.0,134.0,67.0,B,213.0,71.0,B+,N24,YS-N24/41-3900287/2014,43,020599,,43/020599,09/09/2015,,,
