reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/23-1300816/2009,32,86.0,27.0,42.0,155.0,78.0,B+,74.0,73.0,147.0,74.0,B+,0.0,0.0,0.0,0.0,,152.0,76.0,B+,N24,YS-N24/13-1300816/2005,23,013920,,380/013920,,UNKNOWN,,
YS-N24/23-1601157/2009,35,62.0,23.0,49.0,134.0,67.0,B,76.0,90.0,166.0,83.0,A,0.0,0.0,0.0,0.0,,150.0,75.0,B+,N24,YS-N24/16-1601157/2007,23,,,44,28/09/2010,UNKNOWN,,
YS-N24/23-1601176/2009,45,42.0,17.0,35.0,94.0,47.0,D,66.0,65.0,131.0,66.0,B,40.0,72.0,112.0,56.0,C,169.0,56.0,C,N24,YS-N24/22-1601176/2009,23,013627,,28/013627,12/01/2011,UNKNOWN,,
YS-N24/23-1801059/2009,37,16.0,36.0,50.0,102.0,51.0,C,92.0,60.0,152.0,76.0,B+,0.0,0.0,0.0,0.0,,127.0,64.0,B,N24,YS-N24/18-1801059/2007,23,013898,10/06/2011,344/013898,29/09/2010,UNKNOWN,,
YS-N24/23-2000106/2009,32,49.0,16.0,34.0,99.0,50.0,C,34.0,65.0,99.0,50.0,C,0.0,0.0,0.0,0.0,,100.0,50.0,C,N24,YS-N24/20-2000106/2008,23,013939,,399/013939,,UNKNOWN,,
YS-N24/23-2000615/2009,35,80.0,30.0,44.0,154.0,77.0,B+,52.0,60.0,112.0,56.0,C,0.0,0.0,0.0,0.0,,133.0,67.0,B,N24,YS-N24/20-2000615/2008,23,014154,12/05/2011,676/014154,12/05/2011,UNKNOWN,,
YS-N24/23-2001124/2009,35,60.0,24.0,27.0,111.0,56.0,C,48.0,70.0,118.0,59.0,C,0.0,0.0,0.0,0.0,,115.0,58.0,C,N24,YS-N24/20-2001124/2008,23,014044,31/01/2012,566/014044,31/01/2012,UNKNOWN,,
YS-N24/23-2100668/2009,45,66.0,32.0,42.0,140.0,70.0,B+,62.0,92.0,154.0,77.0,B+,46.0,74.0,120.0,60.0,B,207.0,69.0,B,N24,YS-N24/22-2100668/2009,23,013630,22/03/2011,31/013630,18/09/2010,UNKNOWN,,
YS-N24/23-2100673/2009,45,92.0,46.0,36.0,174.0,87.0,A,78.0,68.0,146.0,73.0,B+,0.0,0.0,0.0,0.0,INC,160.0,53.0,INC,N24,YS-N24/22-2100673/2009,23,,,,,UNKNOWN,,
YS-N24/23-2100677/2009,45,74.0,29.0,32.0,135.0,68.0,B,42.0,68.0,110.0,55.0,C,44.0,70.0,114.0,57.0,C,180.0,60.0,B,N24,YS-N24/22-2100677/2009,23,013626,01/02/2011,27/013626,24/12/2010,UNKNOWN,,
YS-N24/23-2100686/2009,45,72.0,40.0,34.0,146.0,73.0,B+,68.0,92.0,160.0,80.0,A,62.0,76.0,138.0,69.0,B,222.0,74.0,B+,N24,YS-N24/22-2100686/2009,23,013609,12/03/2011,10/013609,12/03/2011,UNKNOWN,,
YS-N24/23-2100693/2009,45,82.0,40.0,44.0,166.0,83.0,A,88.0,80.0,168.0,84.0,A,66.0,80.0,146.0,73.0,B+,240.0,80.0,A,N24,YS-N24/22-2100693/2009,23,013628,06/07/2011,29/013628,16/09/2010,UNKNOWN,,
YS-N24/23-2100731/2009,43,88.0,38.0,45.0,171.0,86.0,A,88.0,85.0,173.0,87.0,A,78.0,82.0,160.0,80.0,A,253.0,84.0,A,N24,YS-N24/22-2100731/2009,23,013605,17/01/2012,1/013605,01/10/2010,UNKNOWN,,
YS-N24/23-2100732/2009,45,90.0,40.0,43.0,173.0,87.0,A,68.0,74.0,142.0,71.0,B+,76.0,66.0,142.0,71.0,B+,229.0,76.0,B+,N24,YS-N24/22-2100732/2009,23,013632,06/06/2011,33/013632,29/12/2010,UNKNOWN,,
