reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/60-5600051/2019,43,,,,,,,,,,,,59.0,26.0,,,,,,A,N24,YS-N24/58-5600051/2018,60,WB1131910682,28/02/2020,,,,PASS,
YS-N24/60-5600193/2019,43,,,,,,,,,,,,51.0,30.0,,,,,,A,N24,YS-N24/58-5600193/2018,60,WB1131841347,14/02/2020,,,,PASS,
YS-N24/60-5600418/2019,43,,,,,,,,,,,,48.0,24.0,,,,,,B+,N24,YS-N24/58-5600418/2018,60,WB1131841512,,,,,PASS,
YS-N24/60-5600136/2019,43,,,,,,,,,,,,54.0,27.0,,,,,,A,N24,YS-N24/58-5600136/2018,60,WB1131841167,14/02/2020,,,,PASS,
YS-N24/60-5600134/2019,43,,,,,,,,,,,,62.0,30.0,,,,,,A+,N24,YS-N24/58-5600134/2018,60,WB1131907722,15/02/2020,,,,PASS,
YS-N24/60-5600157/2019,43,,,,,,,,,,,,,,,,,,,,N24,YS-N24/58-5600157/2018,60,,,,,,,
YS-N24/60-5600391/2019,43,,,,,,,,,,,,58.0,29.0,,,,,,A,N24,YS-N24/58-5600391/2018,60,WB1131841436,14/02/2020,,,,PASS,
YS-N24/60-5600368/2019,43,,,,,,,,,,,,50.0,29.0,,,,,,B+,N24,YS-N24/58-5600368/2018,60,WB1131841105,14/02/2020,,,,PASS,
YS-N24/60-5600392/2019,43,,,,,,,,,,,,56.0,30.0,,,,,,A,N24,YS-N24/58-5600392/2018,60,WB1131841475,08/02/2020,,,,PASS,
YS-N24/60-5600058/2019,43,,,,,,,,,,,,,,,,,,,,N24,YS-N24/58-5600058/2018,60,,,,,,,
