reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/16-1600001/2007,35,67.0,35.0,34.0,136.0,68.0,B,64.0,47.0,111.0,56.0,C,0.0,0.0,0.0,0.0,,124.0,62.0,B,N24,YS-N24/15-1021/2006,16,,,,,UNKNOWN,,
YS-N24/16-1600002/2007,35,71.0,41.0,37.0,149.0,75.0,B+,72.0,68.0,140.0,70.0,B+,0.0,0.0,0.0,0.0,,145.0,73.0,B+,N24,YS-N24/15-0593/2006,16,,,,,UNKNOWN,,
YS-N24/16-1600003/2007,35,87.0,39.0,48.0,174.0,87.0,A,78.0,86.0,164.0,82.0,A,0.0,0.0,0.0,0.0,,169.0,85.0,A,N24,YS-N24/15-0578/2006,16,,,,,UNKNOWN,,
YS-N24/16-1600004/2007,35,75.0,24.0,41.0,140.0,70.0,B+,54.0,39.0,93.0,47.0,D,0.0,0.0,0.0,0.0,,117.0,59.0,C,N24,YS-N24/15-0463/2006,16,,,,,UNKNOWN,,
YS-N24/16-1600005/2007,35,88.0,32.0,47.0,167.0,84.0,A,76.0,45.0,121.0,61.0,B,0.0,0.0,0.0,0.0,,145.0,73.0,B+,N24,YS-N24/15-0472/2006,16,8119,,924/8119,,UNKNOWN,,
YS-N24/16-1600006/2007,35,90.0,46.0,48.0,184.0,92.0,A+,79.0,91.0,170.0,85.0,A,0.0,0.0,0.0,0.0,,177.0,89.0,A,N24,YS-N24/15-0457/2006,16,8157,,,,UNKNOWN,,
YS-N24/16-1600007/2007,35,90.0,41.0,48.0,179.0,90.0,A+,72.0,98.0,170.0,85.0,A,0.0,0.0,0.0,0.0,,175.0,88.0,A,N24,YS-N24/15-0433/2006,16,,,,,UNKNOWN,,
YS-N24/16-1600008/2007,35,85.0,41.0,49.0,175.0,88.0,A,80.0,54.0,134.0,67.0,B,0.0,0.0,0.0,0.0,,155.0,78.0,B+,N24,YS-N24/15-0655/2006,16,,,,,UNKNOWN,,
YS-N24/16-1600009/2007,35,90.0,44.0,46.0,180.0,90.0,A+,75.0,78.0,153.0,77.0,B+,0.0,0.0,0.0,0.0,,167.0,84.0,A,N24,YS-N24/15-0379/2006,16,,,,,UNKNOWN,,
YS-N24/16-1600010/2007,35,80.0,37.0,48.0,165.0,83.0,A,79.0,61.0,140.0,70.0,B+,0.0,0.0,0.0,0.0,,153.0,77.0,B+,N24,YS-N24/15-0418/2006,16,,,,,UNKNOWN,,
