reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/54-5200113/2017,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200113/2017,54,,,,,,,
YS-N24/54-5200191/2017,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200191/2017,54,,,,,,,
YS-N24/54-5200104/2017,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200104/2017,54,,,,,,,
YS-N24/54-5200105/2017,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200105/2017,54,,,,,,,
YS-N24/54-5200174/2017,33,,,,,,,50.0,25.0,,,,,,,,,,,B+,N24,YS-N24/52-5200174/2017,54,WB1002350085,14/07/2018,,,,PASS,
YS-N24/54-5200242/2017,35,,,,,,,47.0,29.0,,,,,,,,,,,B+,N24,YS-N24/52-5200242/2017,54,WB1002365722,09/08/2018,,,,PASS,
YS-N24/54-5200117/2017,35,,,,,,,34.0,26.0,,,,,,,,,,,B,N24,YS-N24/52-5200117/2017,54,WB1002360436,23/07/2018,,,,PASS,
YS-N24/54-5200118/2017,35,,,,,,,33.0,25.0,,,,,,,,,,,C,N24,YS-N24/52-5200118/2017,54,WB1002360476,31/07/2018,,,,PASS,
YS-N24/54-5200205/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200205/2017,54,,,,,,,
YS-N24/54-5000018/2017,45,,,,,,,,,,,,49.0,30.0,,,,,,B+,N24,YS-N24/52-5000018/2017,54,WB1002348151,27/06/2018,,,,PASS,
YS-N24/54-5200315/2017,35,,,,,,,47.0,28.0,,,,,,,,,,,B+,N24,YS-N24/52-5200315/2017,54,WB1002360418,13/08/2018,,,,PASS,
YS-N24/54-5200230/2017,35,,,,,,,38.0,27.0,,,,,,,,,,,B,N24,YS-N24/52-5200230/2017,54,WB1002360688,31/08/2018,,,,PASS,
YS-N24/54-5200233/2017,35,,,,,,,50.0,28.0,,,,,,,,,,,B+,N24,YS-N24/52-5200233/2017,54,WB1002360653,21/07/2018,,,,PASS,
YS-N24/54-5200232/2017,35,,,,,,,53.0,28.0,,,,,,,,,,,A,N24,YS-N24/52-5200232/2017,54,WB1002360584,13/07/2018,,,,PASS,
YS-N24/54-5200332/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200332/2017,54,,,,,,,
YS-N24/54-5200270/2017,35,,,,,,,43.0,25.0,,,,,,,,,,,B,N24,YS-N24/52-5200270/2017,54,WB1002360165,04/07/2018,,,,PASS,
YS-N24/54-5000079/2017,45,,,,,,,,,,,,56.0,29.0,,,,,,A,N24,YS-N24/52-5000079/2017,54,WB1002348218,21/08/2018,,,,PASS,
YS-N24/54-5200137/2017,35,,,,,,,53.0,28.0,,,,,,,,,,,A,N24,YS-N24/52-5200137/2017,54,WB1002365020,25/07/2018,,,,PASS,
YS-N24/54-5200298/2017,37,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200298/2017,54,,,,,,,
YS-N24/54-5200002/2017,37,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200002/2017,54,,,,,,,
YS-N24/54-5200187/2017,35,,,,,,,54.0,28.0,,,,,,,,,,,A,N24,YS-N24/52-5200187/2017,54,WB1002365044,25/07/2018,,,,PASS,
YS-N24/54-5200101/2017,35,,,,,,,68.0,30.0,,,,,,,,,,,A+,N24,YS-N24/52-5200101/2017,54,WB1002365729,29/06/2018,,,,PASS,
YS-N24/54-5200271/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200271/2017,54,,,,,,,
YS-N24/54-5200272/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200272/2017,54,,,,,,,
YS-N24/54-5200155/2017,33,,,,,,,58.0,26.0,,,,,,,,,,,A,N24,YS-N24/52-5200155/2017,54,WB1002350129,16/07/2018,,,,PASS,
YS-N24/54-5200173/2017,33,,,,,,,60.0,24.0,,,,,,,,,,,A,N24,YS-N24/52-5200173/2017,54,WB1002350177,05/11/2019,,,,PASS,
YS-N24/54-5200183/2017,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200183/2017,54,,,,,,,
YS-N24/54-5200106/2017,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200106/2017,54,,,,,,,
YS-N24/54-5200201/2017,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200201/2017,54,,,,,,,
YS-N24/54-5200010/2017,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200010/2017,54,,,,,,,
YS-N24/54-5200150/2017,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200150/2017,54,,,,,,,
YS-N24/54-5200221/2017,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200221/2017,54,,,,,,,
YS-N24/54-5200114/2017,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200114/2017,54,,,,,,,
YS-N24/54-5200251/2017,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200251/2017,54,,,,,,,
YS-N24/54-5200151/2017,35,,,,,,,41.0,25.0,,,,,,,,,,,B,N24,YS-N24/52-5200151/2017,54,WB1002360218,06/07/2018,,,,PASS,
YS-N24/54-5200136/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200136/2017,54,,,,,,,
YS-N24/54-5200120/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200120/2017,54,,,,,,,
YS-N24/54-5200121/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200121/2017,54,,,,,,,
YS-N24/54-5200231/2017,35,,,,,,,36.0,28.0,,,,,,,,,,,B,N24,YS-N24/52-5200231/2017,54,WB1002360629,21/07/2018,,,,PASS,
YS-N24/54-5200220/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200220/2017,54,,,,,,,
YS-N24/54-5200204/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200204/2017,54,,,,,,,
YS-N24/54-5200235/2017,35,,,,,,,39.0,26.0,,,,,,,,,,,B,N24,YS-N24/52-5200235/2017,54,WB1002359893,13/08/2018,,,,PASS,
YS-N24/54-5200234/2017,35,,,,,,,38.0,27.0,,,,,,,,,,,B,N24,YS-N24/52-5200234/2017,54,WB1002360371,13/08/2018,,,,PASS,
YS-N24/54-5200009/2017,35,,,,,,,49.0,28.0,,,,,,,,,,,B+,N24,YS-N24/52-5200009/2017,54,WB1002361776,13/08/2018,,,,PASS,
YS-N24/54-5000004/2017,43,,,,,,,,,,,,59.0,30.0,,,,,,A,N24,YS-N24/52-5000004/2017,54,WB1002345265,12/07/2018,,,,PASS,
YS-N24/54-5000006/2017,45,,,,,,,,,,,,64.0,30.0,,,,,,A+,N24,YS-N24/52-5000006/2017,54,WB1002348280,21/07/2018,,,,PASS,
YS-N24/54-5200123/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200123/2017,54,,,,,,,
YS-N24/54-5200092/2017,35,,,,,,,47.0,23.0,,,,,,,,,,,B+,N24,YS-N24/52-5200092/2017,54,WB1002365919,10/12/2018,,,,PASS,
YS-N24/54-5200103/2017,35,,,,,,,42.0,22.0,,,,,,,,,,,B,N24,YS-N24/52-5200103/2017,54,WB1002378293,06/07/2018,,,,PASS,
YS-N24/54-5200048/2017,37,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200048/2017,54,,,,,,,
YS-N24/54-5200152/2017,35,,,,,,,43.0,24.0,,,,,,,,,,,B,N24,YS-N24/52-5200152/2017,54,WB1002364711,24/04/2019,,,,PASS,
YS-N24/54-5200252/2017,35,,,,,,,41.0,26.0,,,,,,,,,,,B,N24,YS-N24/52-5200252/2017,54,WB1002365694,21/07/2018,,,,PASS,
YS-N24/54-5200253/2017,35,,,,,,,51.0,27.0,,,,,,,,,,,B+,N24,YS-N24/52-5200253/2017,54,WB1002365709,21/07/2018,,,,PASS,
YS-N24/54-5200097/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200097/2017,54,,,,,,,
YS-N24/54-5200093/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200093/2017,54,,,,,,,
YS-N24/54-5200087/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200087/2017,54,,,,,,,
YS-N24/54-5200331/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200331/2017,54,,,,,,,
YS-N24/54-5200366/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200366/2017,54,,,,,,,
YS-N24/54-5200141/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200141/2017,54,,,,,,,
YS-N24/54-5200046/2017,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/52-5200046/2017,54,,,,,,,
