reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/48-4600111/2016,35,,52.0,22.0,,,,40.0,24.0,,,,,,,,,138.0,69.0,B,N24,YS-N24/46-4600111/2015,48,WB1000605731,27/04/2017,,,,,OCT#2016
YS-N24/48-4600113/2016,35,,56.0,24.0,,,,41.0,24.0,,,,,,,,,145.0,72.0,B+,N24,YS-N24/46-4600113/2015,48,WB1000605763,27/04/2017,,,,,OCT#2016
YS-N24/48-4600007/2016,35,,56.0,24.0,,,,37.0,24.0,,,,,,,,,141.0,70.0,B+,N24,YS-N24/46-4600007/2015,48,WB1000606387,26/05/2017,,,,,OCT#2016
YS-N24/48-4600100/2016,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/46-4600100/2015,48,,,,,,,
YS-N24/48-4600104/2016,35,,49.0,21.0,,,,44.0,28.0,,,,,,,,,142.0,71.0,B+,N24,YS-N24/46-4600104/2015,48,WB1000606629,25/03/2017,,,,,OCT#2016
YS-N24/48-4600126/2016,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/46-4600126/2015,48,,,,,,,
YS-N24/48-4600125/2016,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/46-4600125/2015,48,,,,,,,
YS-N24/48-4600114/2016,35,,57.0,24.0,,,,44.0,26.0,,,,,,,,,151.0,76.0,B+,N24,YS-N24/46-4600114/2015,48,WB1000600695,14/06/2017,,,,,OCT#2016
YS-N24/48-4600002/2016,35,,47.0,20.0,,,,50.0,22.0,,,,,,,,,139.0,70.0,B+,N24,YS-N24/46-4600002/2015,48,WB1000598837,05/04/2017,,,,,OCT#2016
YS-N24/48-4600115/2016,37,,59.0,25.0,,,,68.0,26.0,,,,,,,,,178.0,89.0,A,N24,YS-N24/46-4600115/2015,48,WB1000591003,28/06/2017,,,,,OCT#2016
YS-N24/48-4600016/2016,35,,55.0,24.0,,,,47.0,25.0,,,,,,,,,151.0,76.0,B+,N24,YS-N24/46-4600016/2015,48,WB1000606739,17/03/2017,,,,,OCT#2016
YS-N24/48-4600072/2016,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/46-4600072/2015,48,,,,,,,
YS-N24/48-4600047/2016,37,,59.0,25.0,,,,70.0,27.0,,,,,,,,,181.0,90.0,A+,N24,YS-N24/46-4600047/2015,48,WB1000590709,28/03/2017,,,,,OCT#2016
YS-N24/48-4600048/2016,37,,53.0,23.0,,,,65.0,26.0,,,,,,,,,167.0,84.0,A,N24,YS-N24/46-4600048/2015,48,WB1000590773,11/11/2017,,,,,OCT#2016
YS-N24/48-4600019/2016,35,,66.0,28.0,,,,47.0,23.0,,,,,,,,,164.0,82.0,A,N24,YS-N24/46-4600019/2015,48,WB1000598631,20/03/2017,,,,,OCT#2016
YS-N24/48-4600020/2016,35,,60.0,26.0,,,,35.0,21.0,,,,,,,,,142.0,71.0,B+,N24,YS-N24/46-4600020/2015,48,WB1000598133,25/03/2017,,,,,OCT#2016
YS-N24/48-4600037/2016,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/46-4600037/2015,48,,,,,,,
YS-N24/48-4600154/2016,35,,54.0,23.0,,,,54.0,22.0,,,,,,,,,153.0,76.0,B+,N24,YS-N24/46-4600154/2015,48,WB1000599237,21/04/2017,,,,,OCT#2016
YS-N24/48-4600027/2016,35,,54.0,23.0,,,,53.0,23.0,,,,,,,,,153.0,76.0,B+,N24,YS-N24/46-4600027/2015,48,WB1000606953,17/06/2017,,,,,OCT#2016
YS-N24/48-4600015/2016,35,,52.0,22.0,,,,36.0,23.0,,,,,,,,,133.0,66.0,B,N24,YS-N24/46-4600015/2015,48,WB1000605827,16/03/2017,,,,,OCT#2016
YS-N24/48-4400236/2016,45,,,,,,,,,,,,,,,,,,,,N24,YS-N24/46-4400236/2015,48,,,,,,,
