reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/37-3700001/2013,25,90.0,30.0,44.0,164.0,82.0,A,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,164.0,82.0,A,N24,,37,018687,24/11/2014,135/018687,27/06/2014,sharbani,,
YS-N24/37-3700002/2013,25,88.0,43.0,49.0,180.0,90.0,A+,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,180.0,90.0,A+,N24,,37,,,462,12/04/2014,sharbani,,
YS-N24/37-3700003/2013,25,70.0,24.0,46.0,140.0,70.0,B+,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,140.0,70.0,B+,N24,,37,018742,15/09/2018,190/018742,16/06/2014,sharbani,,
YS-N24/37-3700004/2013,25,68.0,25.0,46.0,139.0,70.0,B+,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,139.0,70.0,B+,N24,,37,018720,,168/018720,,sharbani,,
YS-N24/37-3700005/2013,25,72.0,32.0,30.0,134.0,67.0,B,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,134.0,67.0,B,N24,,37,018737,,185/018737,22/04/2014,PROMITA,,
YS-N24/37-3700006/2013,25,54.0,21.0,36.0,111.0,56.0,C,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,111.0,56.0,C,N24,,37,018735,,183/018735,05/04/2014,sharbani,,
YS-N24/37-3700007/2013,25,80.0,24.0,38.0,142.0,71.0,B+,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,142.0,71.0,B+,N24,,37,018727,14/12/2016,175/018727,31/03/2014,sharbani,,
YS-N24/37-3500060/2013,35,78.0,24.0,38.0,140.0,70.0,B+,40.0,80.0,120.0,60.0,B,0.0,0.0,0.0,0.0,,130.0,65.0,B,N24,YS-N24/35-3500060/2013,37,018800,07/07/2014,299/018800,07/07/2014,,,
YS-N24/37-3500124/2013,35,98.0,46.0,48.0,192.0,96.0,A+,96.0,96.0,192.0,96.0,A+,0.0,0.0,0.0,0.0,,192.0,96.0,A+,N24,YS-N24/35-3500124/2013,37,018905,01/08/2014,404/018905,01/08/2014,,,
YS-N24/37-3500094/2013,35,58.0,32.0,41.0,131.0,66.0,B,34.0,84.0,118.0,59.0,C,0.0,0.0,0.0,0.0,,125.0,63.0,B,N24,YS-N24/35-3500094/2013,37,018918,20/09/2014,417/018918,20/09/2014,,,
YS-N24/37-3500001/2013,35,96.0,38.0,47.0,181.0,91.0,A+,94.0,95.0,189.0,95.0,A+,0.0,0.0,0.0,0.0,,186.0,93.0,A+,N24,YS-N24/35-3500001/2013,37,018819,08/07/2014,318/018819,13/06/2014,,,
YS-N24/37-3500013/2013,35,76.0,36.0,43.0,155.0,78.0,B+,60.0,84.0,144.0,72.0,B+,0.0,0.0,0.0,0.0,,150.0,75.0,B+,N24,YS-N24/35-3500013/2013,37,018858,01/07/2014,357/018858,01/07/2014,,,
YS-N24/37-3500064/2013,35,62.0,26.0,32.0,120.0,60.0,B,54.0,82.0,136.0,68.0,B,0.0,0.0,0.0,0.0,,128.0,64.0,B,N24,YS-N24/35-3500064/2013,37,018862,18/05/2017,361/018862,18/05/2017,,,
YS-N24/37-3500065/2013,35,64.0,27.0,35.0,126.0,63.0,B,38.0,83.0,121.0,61.0,B,0.0,0.0,0.0,0.0,,124.0,62.0,B,N24,YS-N24/35-3500065/2013,37,018896,30/10/2014,395/018896,30/10/2014,,,
YS-N24/37-3500076/2013,35,56.0,16.0,35.0,107.0,54.0,C,28.0,65.0,93.0,47.0,D,0.0,0.0,0.0,0.0,,101.0,51.0,C,N24,YS-N24/35-3500076/2013,37,018795,30/06/2014,294/018795,30/06/2014,,,
YS-N24/37-3500012/2013,35,88.0,39.0,48.0,175.0,88.0,A,66.0,85.0,151.0,76.0,B+,0.0,0.0,0.0,0.0,,164.0,82.0,A,N24,YS-N24/35-3500012/2013,37,018784,,283/018784,07/04/2014,,,
YS-N24/37-3500009/2013,35,90.0,38.0,32.0,160.0,80.0,A,84.0,92.0,176.0,88.0,A,0.0,0.0,0.0,0.0,,168.0,84.0,A,N24,YS-N24/35-3500009/2013,37,,,44,10/03/2014,,,
YS-N24/37-3500011/2013,35,84.0,39.0,41.0,164.0,82.0,A,44.0,76.0,120.0,60.0,B,0.0,0.0,0.0,0.0,,142.0,71.0,B+,N24,YS-N24/35-3500011/2013,37,018813,,312/018813,,,,
YS-N24/37-3500038/2013,35,78.0,26.0,37.0,141.0,71.0,B+,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/35-3500038/2013,37,,,,,,,
YS-N24/37-3500162/2013,35,70.0,47.0,42.0,159.0,80.0,A,76.0,73.0,149.0,75.0,B+,0.0,0.0,0.0,0.0,,155.0,78.0,B+,N24,YS-N24/35-3500162/2013,37,018854,29/09/2014,353/018854,18/04/2014,,,
YS-N24/37-3500161/2013,35,92.0,44.0,40.0,176.0,88.0,A,58.0,71.0,129.0,65.0,B,0.0,0.0,0.0,0.0,,153.0,77.0,B+,N24,YS-N24/35-3500161/2013,37,,,45,01/04/2014,,,
YS-N24/37-3500083/2013,35,74.0,26.0,35.0,135.0,68.0,B,42.0,74.0,116.0,58.0,C,0.0,0.0,0.0,0.0,,126.0,63.0,B,N24,YS-N24/35-3500083/2013,37,,,55,20/06/2014,,,
YS-N24/37-3500084/2013,35,90.0,39.0,40.0,169.0,85.0,A,68.0,75.0,143.0,72.0,B+,0.0,0.0,0.0,0.0,,157.0,79.0,B+,N24,YS-N24/35-3500084/2013,37,,,41,,,,
YS-N24/37-3500148/2013,35,80.0,29.0,40.0,149.0,75.0,B+,58.0,80.0,138.0,69.0,B,0.0,0.0,0.0,0.0,,144.0,72.0,B+,N24,YS-N24/35-3500148/2013,37,018920,06/02/2015,419/018920,06/02/2015,,,
YS-N24/37-3500145/2013,35,94.0,44.0,42.0,180.0,90.0,A+,80.0,84.0,164.0,82.0,A,0.0,0.0,0.0,0.0,,172.0,86.0,A,N24,YS-N24/35-3500145/2013,37,018783,08/08/2014,282/018783,20/03/2014,,,
YS-N24/37-3500028/2013,35,50.0,18.0,35.0,103.0,52.0,C,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/35-3500028/2013,37,,,,,,,
YS-N24/37-3500189/2013,35,70.0,26.0,40.0,136.0,68.0,B,34.0,81.0,115.0,58.0,C,0.0,0.0,0.0,0.0,,126.0,63.0,B,N24,YS-N24/35-3500189/2013,37,018825,,324/018825,,,,
YS-N24/37-3500041/2013,35,42.0,15.0,43.0,100.0,50.0,C,26.0,78.0,104.0,52.0,C,0.0,0.0,0.0,0.0,,102.0,51.0,C,N24,YS-N24/35-3500041/2013,37,018852,,351/018852,,,,
YS-N24/37-3500142/2013,35,68.0,23.0,41.0,132.0,66.0,B,34.0,74.0,108.0,54.0,C,0.0,0.0,0.0,0.0,,120.0,60.0,B,N24,YS-N24/35-3500142/2013,37,018823,08/04/2015,322/018823,08/04/2015,,,
YS-N24/37-3500141/2013,35,68.0,28.0,36.0,132.0,66.0,B,48.0,72.0,120.0,60.0,B,0.0,0.0,0.0,0.0,,126.0,63.0,B,N24,YS-N24/35-3500141/2013,37,018778,25/08/2014,277/018778,25/08/2014,,,
YS-N24/37-3500129/2013,35,74.0,32.0,39.0,145.0,73.0,B+,32.0,76.0,108.0,54.0,C,0.0,0.0,0.0,0.0,,127.0,64.0,B,N24,YS-N24/35-3500129/2013,37,018843,28/02/2015,342/018843,28/02/2015,,,
YS-N24/37-3500082/2013,35,96.0,38.0,37.0,171.0,86.0,A,58.0,73.0,131.0,66.0,B,0.0,0.0,0.0,0.0,,152.0,76.0,B+,N24,YS-N24/35-3500082/2013,37,018812,,311/018812,10/03/2014,,,
YS-N24/37-3500091/2013,35,84.0,31.0,37.0,152.0,76.0,B+,46.0,81.0,127.0,64.0,B,0.0,0.0,0.0,0.0,,140.0,70.0,B+,N24,YS-N24/35-3500091/2013,37,018900,31/10/2014,399/018900,05/03/2014,,,
YS-N24/37-3500036/2013,35,52.0,18.0,42.0,112.0,56.0,C,30.0,85.0,115.0,58.0,C,0.0,0.0,0.0,0.0,,114.0,57.0,C,N24,YS-N24/35-3500036/2013,37,,,40,22/08/2014,,,
YS-N24/37-3500109/2013,35,74.0,32.0,46.0,152.0,76.0,B+,44.0,74.0,118.0,59.0,C,0.0,0.0,0.0,0.0,,135.0,68.0,B,N24,YS-N24/35-3500109/2013,37,018853,10/11/2014,352/018853,07/03/2014,,,
YS-N24/37-3500135/2013,35,62.0,18.0,33.0,113.0,57.0,C,36.0,72.0,108.0,54.0,C,0.0,0.0,0.0,0.0,,111.0,56.0,C,N24,YS-N24/35-3500135/2013,37,018880,14/07/2014,379/018880,14/07/2014,,,
YS-N24/37-3500190/2013,35,80.0,32.0,44.0,156.0,78.0,B+,60.0,80.0,140.0,70.0,B+,0.0,0.0,0.0,0.0,,148.0,74.0,B+,N24,YS-N24/35-3500190/2013,37,018864,29/10/2014,363/018864,19/03/2014,,,
YS-N24/37-3500104/2013,35,72.0,29.0,39.0,140.0,70.0,B+,54.0,73.0,127.0,64.0,B,0.0,0.0,0.0,0.0,,134.0,67.0,B,N24,YS-N24/35-3500104/2013,37,018859,20/02/2015,358/018859,20/02/2015,,,
YS-N24/37-3500103/2013,35,82.0,27.0,40.0,149.0,75.0,B+,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/35-3500103/2013,37,,,,,,,
YS-N24/37-3500144/2013,35,60.0,29.0,40.0,129.0,65.0,B,76.0,80.0,156.0,78.0,B+,0.0,0.0,0.0,0.0,,143.0,72.0,B+,N24,YS-N24/35-3500144/2013,37,018818,11/05/2017,317/018818,11/03/2014,,,
YS-N24/37-3500128/2013,35,82.0,27.0,39.0,148.0,74.0,B+,32.0,74.0,106.0,53.0,C,0.0,0.0,0.0,0.0,,127.0,64.0,B,N24,YS-N24/35-3500128/2013,37,018908,03/09/2014,408/018909,03/09/2014,,,
YS-N24/37-3500099/2013,35,82.0,24.0,37.0,143.0,72.0,B+,52.0,80.0,132.0,66.0,B,0.0,0.0,0.0,0.0,,138.0,69.0,B,N24,YS-N24/35-3500099/2013,37,018881,27/02/2015,380/018881,29/03/2014,,,
YS-N24/37-3500133/2013,35,60.0,38.0,45.0,143.0,72.0,B+,82.0,74.0,156.0,78.0,B+,0.0,0.0,0.0,0.0,,150.0,75.0,B+,N24,YS-N24/35-3500133/2013,37,018835,24/11/2016,334/018835,24/11/2016,,,
YS-N24/37-3500054/2013,35,88.0,25.0,42.0,155.0,78.0,B+,60.0,84.0,144.0,72.0,B+,0.0,0.0,0.0,0.0,,150.0,75.0,B+,N24,YS-N24/35-3500054/2013,37,018908,16/02/2015,407/018908,12/06/2014,,,
YS-N24/37-3500080/2013,35,90.0,32.0,48.0,170.0,85.0,A,76.0,90.0,166.0,83.0,A,0.0,0.0,0.0,0.0,,168.0,84.0,A,N24,YS-N24/35-3500080/2013,37,018907,16/09/2014,406/018907,23/04/2014,,,
YS-N24/37-3500137/2013,35,70.0,19.0,35.0,124.0,62.0,B,50.0,74.0,124.0,62.0,B,0.0,0.0,0.0,0.0,,124.0,62.0,B,N24,YS-N24/35-3500137/2013,37,018878,17/03/2015,377/018878,17/03/2015,,,
YS-N24/37-3500016/2013,35,66.0,17.0,38.0,121.0,61.0,B,40.0,76.0,116.0,58.0,C,0.0,0.0,0.0,0.0,,119.0,60.0,B,N24,YS-N24/35-3500016/2013,37,018846,23/08/2014,345/018846,23/08/2014,,,
YS-N24/37-3500166/2013,35,86.0,35.0,40.0,161.0,81.0,A,54.0,89.0,143.0,72.0,B+,0.0,0.0,0.0,0.0,,153.0,77.0,B+,N24,YS-N24/35-3500166/2013,37,018785,30/06/2014,284/018785,11/03/2014,,,
YS-N24/37-3500149/2013,35,86.0,31.0,38.0,155.0,78.0,B+,66.0,82.0,148.0,74.0,B+,0.0,0.0,0.0,0.0,,152.0,76.0,B+,N24,YS-N24/35-3500149/2013,37,018904,15/07/2014,403/018904,18/06/2014,,,
YS-N24/37-3500184/2013,35,86.0,32.0,42.0,160.0,80.0,A,72.0,93.0,165.0,83.0,A,0.0,0.0,0.0,0.0,,163.0,82.0,A,N24,YS-N24/35-3500184/2013,37,018855,21/01/2015,354/018855,18/03/2014,,,
