reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/42-4200001/2014,22,60.0,34.0,46.0,140.0,70.0,B+,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,140.0,70.0,B+,N24,,42,020338,26/11/2015,111/020338,04/07/2015,saheli,,
YS-N24/42-4200002/2014,25,68.0,26.0,38.0,132.0,66.0,B,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,132.0,66.0,B,N24,,42,,,394,02/06/2015,saheli,,
YS-N24/42-4000419/2014,33,64.0,21.0,38.0,123.0,62.0,B,64.0,84.0,148.0,74.0,B+,0.0,0.0,0.0,0.0,,136.0,68.0,B,N24,YS-N24/40-4000419/2014,42,,,16,,,,
YS-N24/42-4000387/2014,35,62.0,25.0,46.0,133.0,67.0,B,54.0,86.0,140.0,70.0,B+,0.0,0.0,0.0,0.0,,137.0,69.0,B,N24,YS-N24/40-4000387/2014,42,020444,10/12/2015,243/020444,04/06/2015,,,
YS-N24/42-4000261/2014,33,90.0,40.0,34.0,164.0,82.0,A,52.0,86.0,138.0,69.0,B,0.0,0.0,0.0,0.0,,151.0,76.0,B+,N24,YS-N24/40-4000261/2014,42,,,15,22/08/2016,,,
YS-N24/42-4000186/2014,33,100.0,46.0,46.0,192.0,96.0,A+,56.0,94.0,150.0,75.0,B+,0.0,0.0,0.0,0.0,,171.0,86.0,A,N24,YS-N24/40-4000186/2014,42,,,24,01/06/2015,,,
YS-N24/42-4000498/2014,33,68.0,25.0,43.0,136.0,68.0,B,48.0,91.0,139.0,70.0,B+,0.0,0.0,0.0,0.0,,138.0,69.0,B,N24,YS-N24/40-4000498/2014,42,,,25,01/06/2015,,,
YS-N24/42-3800027/2014,43,74.0,27.0,43.0,144.0,72.0,B+,48.0,78.0,126.0,63.0,B,0.0,0.0,0.0,0.0,INC,0.0,0.0,INC,N24,YS-N24/40-3800027/2014,42,,,,,,,
YS-N24/42-4000340/2014,35,74.0,21.0,39.0,134.0,67.0,B,36.0,74.0,110.0,55.0,C,0.0,0.0,0.0,0.0,,122.0,61.0,B,N24,YS-N24/40-4000340/2014,42,020516,,315/020516,15/06/2015,,,
YS-N24/42-4000355/2014,35,66.0,15.0,38.0,119.0,60.0,B,36.0,80.0,116.0,58.0,C,0.0,0.0,0.0,0.0,,118.0,59.0,C,N24,YS-N24/40-4000355/2014,42,020475,09/03/2016,274/020475,09/03/2016,,,
YS-N24/42-4000343/2014,35,66.0,20.0,34.0,120.0,60.0,B,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/40-4000343/2014,42,,,,,,,
YS-N24/42-4000107/2014,35,42.0,13.0,36.0,91.0,46.0,D,36.0,82.0,118.0,59.0,C,0.0,0.0,0.0,0.0,,105.0,53.0,C,N24,YS-N24/40-4000107/2014,42,020460,20/01/2016,259/020460,29/06/2015,,,
YS-N24/42-4000108/2014,35,40.0,17.0,38.0,95.0,48.0,D,40.0,80.0,120.0,60.0,B,0.0,0.0,0.0,0.0,,108.0,54.0,C,N24,YS-N24/40-4000108/2014,42,020478,20/01/2016,277/020478,27/06/2015,,,
YS-N24/42-4000127/2014,35,86.0,26.0,42.0,154.0,77.0,B+,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/40-4000127/2014,42,,,,,,,
YS-N24/42-4000379/2014,35,86.0,42.0,36.0,164.0,82.0,A,80.0,87.0,167.0,84.0,A,0.0,0.0,0.0,0.0,,166.0,83.0,A,N24,YS-N24/40-4000379/2014,42,,,49,05/06/2015,,,
YS-N24/42-4000395/2014,35,68.0,24.0,42.0,134.0,67.0,B,46.0,80.0,126.0,63.0,B,0.0,0.0,0.0,0.0,,130.0,65.0,B,N24,YS-N24/40-4000395/2014,42,020512,,311/020512,04/06/2015,,,
YS-N24/42-4000391/2014,35,72.0,24.0,44.0,140.0,70.0,B+,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/40-4000391/2014,42,,,,,,,
YS-N24/42-4000408/2014,35,74.0,16.0,44.0,134.0,67.0,B,58.0,75.0,133.0,67.0,B,0.0,0.0,0.0,0.0,,134.0,67.0,B,N24,YS-N24/40-4000408/2014,42,020538,24/11/2015,337/020538,07/09/2015,,,
YS-N24/42-4000400/2014,35,80.0,21.0,42.0,143.0,72.0,B+,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/40-4000400/2014,42,,,,,,,
