reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/59-5500012/2019,43,,,,,,,,,,,,61.0,29.0,,,,,,A+,N24,YS-N24/57-5500012/2018,59,WB1003565460,06/11/2019,,,,PASS,
YS-N24/59-5500072/2019,43,,,,,,,,,,,,51.0,26.0,,,,,,B+,N24,YS-N24/57-5500072/2018,59,WB1003566457,22/11/2019,,,,PASS,
YS-N24/59-5700111/2019,35,,,,,,,39.0,30.0,,,,,,,,,,,B,N24,YS-N24/57-5700111/2018,59,WB1003591946,23/11/2019,,,,PASS,
YS-N24/59-5700142/2019,35,,,,,,,35.0,28.0,,,,,,,,,,,B,N24,YS-N24/57-5700142/2018,59,WB1003592289,06/02/2020,,,,PASS,
YS-N24/59-5700129/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/57-5700129/2018,59,,,,,,,
YS-N24/59-5500065/2019,45,,,,,,,,,,,,44.0,30.0,,,,,,B+,N24,YS-N24/57-5500065/2018,59,WB1003576517,06/11/2019,,,,PASS,
YS-N24/59-5500059/2019,45,,,,,,,,,,,,35.0,29.0,,,,,,B,N24,YS-N24/57-5500059/2018,59,WB1003578059,11/11/2019,,,,PASS,
YS-N24/59-5500018/2019,45,,,,,,,,,,,,43.0,27.0,,,,,,B+,N24,YS-N24/57-5500018/2018,59,WB1003578081,13/11/2019,,,,PASS,
YS-N24/59-5500060/2019,45,,,,,,,,,,,,36.0,28.0,,,,,,B,N24,YS-N24/57-5500060/2018,59,WB1003578092,13/11/2019,,,,PASS,
YS-N24/59-5500003/2019,45,,,,,,,,,,,,47.0,30.0,,,,,,B+,N24,YS-N24/57-5500003/2018,59,WB1003576556,16/11/2019,,,,PASS,
YS-N24/59-5300059/2019,45,,,,,,,,,,,,37.0,27.0,,,,,,B,N24,YS-N24/57-5300059/2018,59,WB1003576847,06/12/2019,,,,PASS,
YS-N24/59-5700027/2019,32,,,,,,,60.0,29.0,,,,,,,,,,,A,N24,YS-N24/57-5700027/2018,59,WB1003591328,27/01/2021,,,,PASS,
YS-N24/59-5700016/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/57-5700016/2018,59,,,,,,,
YS-N24/59-5700005/2019,35,,,,,,,46.0,24.0,,,,,,,,,,,B+,N24,YS-N24/57-5700005/2018,59,WB1003597844,29/11/2019,,,,PASS,
YS-N24/59-5700160/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/57-5700160/2018,59,,,,,,,
YS-N24/59-5700049/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/57-5700049/2018,59,,,,,,,
YS-N24/59-5700099/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/57-5700099/2018,59,,,,,,,
YS-N24/59-5700075/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/57-5700075/2018,59,,,,,,,
YS-N24/59-5700052/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/57-5700052/2018,59,,,,,,,
YS-N24/59-5700054/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/57-5700054/2018,59,,,,,,,
YS-N24/59-5700051/2019,35,,,,,,,39.0,28.0,,,,,,,,,,,B,N24,YS-N24/57-5700051/2018,59,WB1003603086,30/10/2021,,,,PASS,
YS-N24/59-3900044/2019,45,,,,,,,,,,,,47.0,27.0,,,,,,B+,N24,YS-N24/57-3900044/2018,59,WB1003566701,18/02/2020,,,,PASS,
YS-N24/59-5700079/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/57-5700079/2018,59,,,,,,,
YS-N24/59-5500009/2019,45,,,,,,,,,,,,37.0,28.0,,,,,,B,N24,YS-N24/57-5500009/2018,59,WB1003577966,19/11/2019,,,,PASS,
YS-N24/59-5700166/2019,35,,,,,,,44.0,28.0,,,,,,,,,,,B+,N24,YS-N24/57-5700166/2018,59,WB1003592193,09/12/2019,,,,PASS,
YS-N24/59-5700042/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/57-5700042/2018,59,,,,,,,
YS-N24/59-5700041/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/57-5700041/2018,59,,,,,,,
YS-N24/59-5700010/2019,35,,,,,,,39.0,22.0,,,,,,,,,,,B,N24,YS-N24/57-5700010/2018,59,WB1003598697,11/11/2019,,,,PASS,
YS-N24/59-5700032/2019,35,,,,,,,45.0,23.0,,,,,,,,,,,B,N24,YS-N24/57-5700032/2018,59,WB1003598637,26/11/2019,,,,PASS,
YS-N24/59-5500122/2019,43,,,,,,,,,,,,52.0,29.0,,,,,,A,N24,YS-N24/57-5500122/2018,59,WB1003565638,08/11/2019,,,,PASS,
YS-N24/59-5500025/2019,43,,,,,,,,,,,,,,,,,,,,N24,YS-N24/57-5500025/2018,59,,,,,,,
YS-N24/59-5500015/2019,43,,,,,,,,,,,,61.0,29.0,,,,,,A+,N24,YS-N24/57-5500015/2018,59,WB1003565470,18/11/2019,,,,PASS,
YS-N24/59-5500035/2019,43,,,,,,,,,,,,63.0,28.0,,,,,,A+,N24,YS-N24/57-5500035/2018,59,WB1003565473,17/12/2019,,,,PASS,
YS-N24/59-5500042/2019,43,,,,,,,,,,,,63.0,28.0,,,,,,A+,N24,YS-N24/57-5500042/2018,59,WB1003565615,17/12/2019,,,,PASS,
YS-N24/59-5700127/2019,35,,,,,,,48.0,28.0,,,,,,,,,,,B+,N24,YS-N24/57-5700127/2018,59,WB1003592321,05/11/2019,,,,PASS,
YS-N24/59-5700149/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/57-5700149/2018,59,,,,,,,
