reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/11-1100001/2004,32,78.0,46.0,36.0,160.0,80.0,A,70.0,84.0,154.0,77.0,B+,0.0,0.0,0.0,0.0,,157.0,79.0,B+,N24,YS-N24/10-0299/2004,11,5485,,269/5485,,UNKNOWN,,
YS-N24/11-1100002/2004,32,82.0,46.0,46.0,174.0,87.0,A,56.0,66.0,122.0,61.0,B,0.0,0.0,0.0,0.0,,148.0,74.0,B+,N24,YS-N24/10-0270/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100003/2004,32,88.0,40.0,46.0,174.0,87.0,A,63.0,78.0,141.0,71.0,B+,0.0,0.0,0.0,0.0,,158.0,79.0,B+,N24,YS-N24/10-0269/2004,11,5493,,277/5493,,UNKNOWN,,
YS-N24/11-1100004/2004,35,90.0,34.0,42.0,166.0,83.0,A,84.0,96.0,180.0,90.0,A+,0.0,0.0,0.0,0.0,,173.0,87.0,A,N24,YS-N24/10-0362/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100005/2004,35,71.0,39.0,42.0,152.0,76.0,B+,83.0,97.0,180.0,90.0,A+,0.0,0.0,0.0,0.0,,166.0,83.0,A,N24,YS-N24/10-0345/2004,11,5553,,,,UNKNOWN,,
YS-N24/11-1100006/2004,35,75.0,38.0,26.0,139.0,70.0,B+,75.0,85.0,160.0,80.0,A,0.0,0.0,0.0,0.0,,150.0,75.0,B+,N24,YS-N24/10-0306/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100007/2004,35,56.0,43.0,33.0,132.0,66.0,B,0.0,0.0,0.0,0.0,YY,0.0,0.0,0.0,0.0,,66.0,33.0,XX,N24,YS-N24/10-0442/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100008/2004,45,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,YY,0.0,0.0,IN,N24,YS-N24/5-0882/2001,11,,,,,UNKNOWN,,
YS-N24/11-1100009/2004,33,77.0,41.0,48.0,166.0,83.0,A,69.0,87.0,156.0,78.0,B+,0.0,0.0,0.0,0.0,,161.0,81.0,A,N24,YS-N24/9-0053/2003,11,,,,,UNKNOWN,,
YS-N24/11-1100010/2004,33,74.0,36.0,44.0,154.0,77.0,B+,63.0,77.0,140.0,70.0,B+,0.0,0.0,0.0,0.0,,147.0,74.0,B+,N24,YS-N24/9-0054/2003,11,,,,,UNKNOWN,,
YS-N24/11-1100011/2004,35,72.0,48.0,42.0,162.0,81.0,A,64.0,92.0,156.0,78.0,B+,0.0,0.0,0.0,0.0,,159.0,80.0,A,N24,YS-N24/9-1437/2003,11,,,,,UNKNOWN,,
YS-N24/11-1100012/2004,35,77.0,40.0,46.0,163.0,82.0,A,78.0,93.0,171.0,86.0,A,0.0,0.0,0.0,0.0,,168.0,84.0,A,N24,YS-N24/9-1542/2003,11,,,,,UNKNOWN,,
YS-N24/11-1100013/2004,32,58.0,33.0,40.0,131.0,66.0,B,54.0,46.0,100.0,50.0,C,0.0,0.0,0.0,0.0,,116.0,58.0,C,N24,YS-N24/10-0562/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100014/2004,45,0.0,0.0,0.0,0.0,85.0,,0.0,0.0,0.0,87.0,,72.0,92.0,164.0,82.0,A,0.0,85.0,A,N24,YS-N24/10-0066/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100015/2004,40,74.0,95.0,0.0,169.0,85.0,A,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/11-0014/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100016/2004,35,66.0,46.0,41.0,153.0,77.0,B+,79.0,97.0,176.0,88.0,A,0.0,0.0,0.0,0.0,,165.0,83.0,A,N24,YS-N24/10-0267/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100017/2004,35,85.0,47.0,34.0,166.0,83.0,A,95.0,92.0,187.0,94.0,A+,0.0,0.0,0.0,0.0,,177.0,89.0,A,N24,YS-N24/10-0422/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100018/2004,35,85.0,45.0,34.0,164.0,82.0,A,66.0,85.0,151.0,76.0,B+,0.0,0.0,0.0,0.0,,158.0,79.0,B+,N24,YS-N24/10-0265/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100019/2004,35,58.0,41.0,32.0,131.0,66.0,B,53.0,67.0,120.0,60.0,B,0.0,0.0,0.0,0.0,,126.0,63.0,B,N24,YS-N24/10-0264/2004,11,5573,,,,UNKNOWN,,
YS-N24/11-1100020/2004,32,69.0,45.0,36.0,150.0,75.0,B+,60.0,88.0,148.0,74.0,B+,0.0,0.0,0.0,0.0,,149.0,75.0,B+,N24,YS-N24/10-0566/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100021/2004,32,83.0,46.0,46.0,175.0,88.0,A,70.0,72.0,142.0,71.0,B+,0.0,0.0,0.0,0.0,,159.0,80.0,A,N24,YS-N24/10-0531/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100022/2004,32,82.0,46.0,42.0,170.0,85.0,A,60.0,64.0,124.0,62.0,B,0.0,0.0,0.0,0.0,,147.0,74.0,B+,N24,YS-N24/10-0530/2004,11,5487,,,,UNKNOWN,,
YS-N24/11-1100023/2004,40,75.0,85.0,0.0,160.0,80.0,A,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/10-0116/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100024/2004,40,69.0,84.0,0.0,153.0,77.0,B+,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,YS-N24/10-0105/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100025/2004,35,78.0,38.0,39.0,155.0,78.0,B+,63.0,88.0,151.0,76.0,B+,0.0,0.0,0.0,0.0,,154.0,77.0,B+,N24,YS-N24/10-0550/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100026/2004,32,50.0,20.0,16.0,86.0,43.0,D,0.0,0.0,0.0,0.0,YY,0.0,0.0,0.0,0.0,,43.0,22.0,XX,N24,YS-N24/10-0334/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100027/2004,32,69.0,27.0,33.0,129.0,65.0,B,0.0,0.0,0.0,0.0,YY,0.0,0.0,0.0,0.0,,65.0,33.0,XX,N24,YS-N24/10-0563/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100028/2004,32,61.0,24.0,35.0,120.0,60.0,B,34.0,49.0,83.0,42.0,D,0.0,0.0,0.0,0.0,,102.0,51.0,C,N24,YS-N24/10-0564/2004,11,5484,,268/5484,,UNKNOWN,,
YS-N24/11-1100029/2004,32,80.0,36.0,39.0,155.0,78.0,B+,50.0,82.0,132.0,66.0,B,0.0,0.0,0.0,0.0,,144.0,72.0,B+,N24,YS-N24/10-0367/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100030/2004,32,79.0,40.0,23.0,142.0,71.0,B+,0.0,0.0,0.0,0.0,YY,0.0,0.0,0.0,0.0,,71.0,36.0,XX,N24,YS-N24/10-0492/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100031/2004,37,36.0,56.0,55.0,147.0,74.0,B+,62.0,80.0,142.0,71.0,B+,0.0,0.0,0.0,0.0,,145.0,73.0,B+,N24,YS-N24/10-0387/2004,11,,,,,UNKNOWN,,
YS-N24/11-1100032/2004,32,75.0,41.0,34.0,150.0,75.0,B+,55.0,85.0,140.0,70.0,B+,0.0,0.0,0.0,0.0,,145.0,73.0,B+,N24,YS-N24/10-0330/2004,11,5466,,250/5466,,UNKNOWN,,
YS-N24/11-1100033/2004,27,17.0,0.0,52.0,69.0,35.0,XX,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,,N24,,11,,,,,UNKNOWN,,
YS-N24/11-1100034/2004,32,89.0,43.0,48.0,180.0,90.0,A+,78.0,71.0,149.0,75.0,B+,0.0,0.0,0.0,0.0,,165.0,83.0,A,N24,YS-N24/10-0425/2004,11,5497,,281/5497,,UNKNOWN,,
