reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/72-7000195/2023,35,,,,,,,54.0,28.0,,,,,,,,,,,A,N24,YS-N24/70-7000195/2022,72,WB1136782356,,,,,PASS,
YS-N24/72-7000222/2023,35,,,,,,,57.0,29.0,,,,,,,,,,,A,N24,YS-N24/70-7000222/2022,72,WB1136782374,20/01/2024,,,,PASS,
YS-N24/72-7000197/2023,35,,,,,,,52.0,28.0,,,,,,,,,,,A,N24,YS-N24/70-7000197/2022,72,WB1136782378,01/11/2023,,,,PASS,
YS-N24/72-7000086/2023,35,,,,,,,57.0,30.0,,,,,,,,,,,A,N24,YS-N24/70-7000086/2022,72,WB1136782366,02/11/2023,,,,PASS,
YS-N24/72-7000196/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000196/2022,72,,,,,,PASS,
YS-N24/72-7000226/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000226/2022,72,,,,,,PASS,
YS-N24/72-7000098/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000098/2022,72,,,,,,PASS,
YS-N24/72-7000023/2023,35,,,,,,,58.0,29.0,,,,,,,,,,,A,N24,YS-N24/70-7000023/2022,72,WB1136782337,26/12/2023,,,,PASS,
YS-N24/72-7000036/2023,35,,,,,,,56.0,28.0,,,,,,,,,,,A,N24,YS-N24/70-7000036/2022,72,WB1136782344,,,,,PASS,
YS-N24/72-7000107/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000107/2022,72,,,,,,PASS,
YS-N24/72-7000037/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000037/2022,72,,,,,,PASS,
YS-N24/72-7000007/2023,35,,,,,,,54.0,30.0,,,,,,,,,,,A,N24,YS-N24/70-7000007/2022,72,WB1136782350,,,,,PASS,
YS-N24/72-6800028/2023,45,,,,,,,,,,,,52.0,30.0,,,,,,A,N24,YS-N24/70-6800028/2022,72,WB1136786269,18/11/2023,,,,PASS,
YS-N24/72-6800145/2023,45,,,,,,,,,,,,51.0,28.0,,,,,,B+,N24,YS-N24/70-6800145/2022,72,WB1136786250,17/10/2023,,,,PASS,
YS-N24/72-6800081/2023,45,,,,,,,,,,,,55.0,30.0,,,,,,A,N24,YS-N24/70-6800081/2022,72,WB1136786261,19/10/2023,,,,PASS,
YS-N24/72-7000136/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000136/2022,72,,,,,,PASS,
YS-N24/72-7000108/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000108/2022,72,,,,,,PASS,
YS-N24/72-7000117/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000117/2022,72,,,,,,PASS,
YS-N24/72-7000101/2023,35,,,,,,,36.0,29.0,,,,,,,,,,,B,N24,YS-N24/70-7000101/2022,72,WB1136782271,04/04/2024,,,,PASS,
YS-N24/72-7000102/2023,35,,,,,,,52.0,29.0,,,,,,,,,,,A,N24,YS-N24/70-7000102/2022,72,WB1136782347,10/11/2023,,,,PASS,
YS-N24/72-7000263/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000263/2022,72,,,,,,PASS,
YS-N24/72-7000142/2023,35,,,,,,,58.0,29.0,,,,,,,,,,,A,N24,YS-N24/70-7000142/2022,72,WB1136782371,18/01/2024,,,,PASS,
YS-N24/72-7000141/2023,35,,,,,,,61.0,29.0,,,,,,,,,,,A+,N24,YS-N24/70-7000141/2022,72,WB1136782358,16/01/2024,,,,PASS,
YS-N24/72-7000143/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000143/2022,72,,,,,,PASS,
YS-N24/72-7000174/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000174/2022,72,,,,,,PASS,
YS-N24/72-6800164/2023,45,,,,,,,,,,,,35.0,30.0,,,,,,B,N24,YS-N24/70-6800164/2022,72,WB1136786125,19/10/2023,,,,PASS,
YS-N24/72-6800166/2023,45,,,,,,,,,,,,56.0,30.0,,,,,,A,N24,YS-N24/70-6800166/2022,72,WB1136786131,19/10/2023,,,,PASS,
YS-N24/72-7000249/2023,35,,,,,,,48.0,29.0,,,,,,,,,,,B+,N24,YS-N24/70-7000249/2022,72,WB1136782292,24/01/2024,,,,PASS,
YS-N24/72-7000254/2023,35,,,,,,,51.0,30.0,,,,,,,,,,,A,N24,YS-N24/70-7000254/2022,72,WB1136782163,22/11/2023,,,,PASS,
YS-N24/72-6800109/2023,43,,,,,,,,,,,,54.0,29.0,,,,,,A,N24,YS-N24/70-6800109/2022,72,WB1136784194,06/11/2023,,,,PASS,
YS-N24/72-6800108/2023,43,,,,,,,,,,,,62.0,29.0,,,,,,A+,N24,YS-N24/70-6800108/2022,72,WB1136786976,06/11/2023,,,,PASS,
YS-N24/72-7000089/2023,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000089/2022,72,,,,,,PASS,
YS-N24/72-7000090/2023,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000090/2022,72,,,,,,PASS,
YS-N24/72-7000200/2023,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000200/2022,72,,,,,,PASS,
YS-N24/72-7000031/2023,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000031/2022,72,,,,,,PASS,
YS-N24/72-7000030/2023,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000030/2022,72,,,,,,PASS,
YS-N24/72-7000269/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000269/2022,72,,,,,,PASS,
YS-N24/72-7000246/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000246/2022,72,,,,,,PASS,
YS-N24/72-7000163/2023,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000163/2022,72,,,,,,PASS,
YS-N24/72-7000156/2023,33,,,,,,,48.0,30.0,,,,,,,,,,,B+,N24,YS-N24/70-7000156/2022,72,WB1136787614,03/05/2024,,,,PASS,
YS-N24/72-7000045/2023,45,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000045/2022,72,,,,,,PASS,
YS-N24/72-7000189/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000189/2022,72,,,,,,PASS,
YS-N24/72-7000190/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000190/2022,72,,,,,,PASS,
YS-N24/72-7000073/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000073/2022,72,,,,,,PASS,
YS-N24/72-7000205/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000205/2022,72,,,,,,PASS,
YS-N24/72-7000061/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000061/2022,72,,,,,,PASS,
YS-N24/72-7000074/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000074/2022,72,,,,,,PASS,
YS-N24/72-7000215/2023,35,,,,,,,50.0,29.0,,,,,,,,,,,B+,N24,YS-N24/70-7000215/2022,72,WB1136782195,22/11/2023,,,,PASS,
YS-N24/72-7000231/2023,35,,,,,,,60.0,29.0,,,,,,,,,,,A,N24,YS-N24/70-7000231/2022,72,WB1136782181,08/11/2023,,,,PASS,
YS-N24/72-7000217/2023,35,,,,,,,46.0,30.0,,,,,,,,,,,B+,N24,YS-N24/70-7000217/2022,72,WB1136782171,18/09/2024,,,,PASS,
YS-N24/72-7000046/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000046/2022,72,,,,,,PASS,
YS-N24/72-7000069/2023,35,,,,,,,55.0,29.0,,,,,,,,,,,A,N24,YS-N24/70-7000069/2022,72,WB1136782186,07/11/2023,,,,PASS,
YS-N24/72-7000076/2023,35,,,,,,,53.0,30.0,,,,,,,,,,,A,N24,YS-N24/70-7000076/2022,72,WB1136783596,27/12/2023,,,,PASS,
YS-N24/72-7000049/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000049/2022,72,,,,,,PASS,
YS-N24/72-7000043/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000043/2022,72,,,,,,PASS,
YS-N24/72-7000002/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000002/2022,72,,,,,,PASS,
YS-N24/72-7000279/2023,35,,,,,,,49.0,29.0,,,,,,,,,,,B+,N24,YS-N24/70-7000279/2022,72,WB1136782330,26/12/2023,,,,PASS,
YS-N24/72-7000003/2023,35,,,,,,,52.0,28.0,,,,,,,,,,,A,N24,YS-N24/70-7000003/2022,72,WB1136783049,20/12/2023,,,,PASS,
YS-N24/72-7000104/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000104/2022,72,,,,,,PASS,
YS-N24/72-7000006/2023,35,,,,,,,59.0,28.0,,,,,,,,,,,A,N24,YS-N24/70-7000006/2022,72,WB1136782363,23/11/2023,,,,PASS,
YS-N24/72-7000070/2023,35,,,,,,,53.0,29.0,,,,,,,,,,,A,N24,YS-N24/70-7000070/2022,72,WB1136782970,11/06/2024,,,,PASS,
YS-N24/72-7000027/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000027/2022,72,,,,,,PASS,
YS-N24/72-7000005/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000005/2022,72,,,,,,PASS,
YS-N24/72-7000014/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000014/2022,72,,,,,,PASS,
YS-N24/72-7000121/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/70-7000121/2022,72,,,,,,PASS,
YS-N24/72-7000080/2023,35,,,,,,,54.0,28.0,,,,,,,,,,,A,N24,YS-N24/70-7000080/2022,72,WB1136783308,06/11/2023,,,,PASS,
