reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/28-1601204/2011,35,53.0,30.0,36.0,119.0,60.0,B,54.0,72.0,126.0,63.0,B,0.0,0.0,0.0,0.0,,123.0,62.0,B,N24,YS-N24/16-1601204/2007,28,015638,22/08/2012,330/015638,22/08/2012,UNKNOWN,,
YS-N24/28-2101079/2011,35,58.0,20.0,42.0,120.0,60.0,B,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,60.0,30.0,INC,N24,YS-N24/21-2101079/2009,28,,,,,UNKNOWN,,
YS-N24/28-2101085/2011,35,54.0,16.0,42.0,112.0,56.0,C,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,56.0,28.0,INC,N24,YS-N24/21-2101085/2009,28,,,,,UNKNOWN,,
YS-N24/28-2101086/2011,35,58.0,28.0,42.0,128.0,64.0,B,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,64.0,32.0,INC,N24,YS-N24/21-2101086/2009,28,,,,,UNKNOWN,,
YS-N24/28-2101104/2011,35,54.0,27.0,32.0,113.0,57.0,C,48.0,62.0,110.0,55.0,C,0.0,0.0,0.0,0.0,,112.0,56.0,C,N24,YS-N24/21-2101104/2009,28,015626,24/08/2012,318/015626,24/08/2012,UNKNOWN,,
YS-N24/28-2101106/2011,35,40.0,19.0,48.0,107.0,54.0,C,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,54.0,27.0,INC,N24,YS-N24/21-2101106/2009,28,,,,,UNKNOWN,,
YS-N24/28-2400002/2011,45,98.0,49.0,46.0,193.0,97.0,A+,90.0,95.0,185.0,93.0,A+,64.0,80.0,144.0,72.0,B+,262.0,87.0,A,N24,YS-N24/26-2400002/2010,28,015368,10/09/2012,18/015368,08/02/2012,UNKNOWN,,
YS-N24/28-2400004/2011,45,68.0,26.0,36.0,130.0,65.0,B,66.0,80.0,146.0,73.0,B+,0.0,0.0,0.0,0.0,INC,138.0,46.0,INC,N24,YS-N24/26-2400004/2010,28,,,,,UNKNOWN,,
YS-N24/28-2400013/2011,45,62.0,29.0,39.0,130.0,65.0,B,52.0,86.0,138.0,69.0,B,30.0,74.0,104.0,52.0,C,186.0,62.0,B,N24,YS-N24/26-2400013/2010,28,015370,,20/015370,27/12/2011,UNKNOWN,,
YS-N24/28-2400015/2011,45,80.0,32.0,42.0,154.0,77.0,B+,82.0,70.0,152.0,76.0,B+,46.0,74.0,120.0,60.0,B,213.0,71.0,B+,N24,YS-N24/26-2400015/2010,28,015391,27/08/2012,41/015391,10/03/2012,UNKNOWN,,
