batchcode,coursecode,courseid,batchday,batchtime,faculty,totalseat,alloted,classstart,terget,remarks,session,ses_half,centre,DELETEd,USER
21001,21,CCAD,SUNDAY,2 PM TO 4 PM,PROMITESH MOULICK,13.0,13.0,06/08/2000,0.0,,3,A,N24,,UNKNOWN
21002,21,CCAD,SUNDAY,10 AM TO 2 PM,PROMITESH MOULICK,19.0,19.0,06/08/2000,0.0,,3,A,N24,,UNKNOWN
22002,22,CDTP/DDTP-Sem-I,MON-THUS,2 PM TO 4 PM,PROMITESH MOULICK,17.0,17.0,31/07/2000,0.0,,3,A,N24,,UNKNOWN
22003,22,CDTP/DDTP-Sem-I,MON-THUS,4 PM TO 6 PM,PROMITESH MOULICK,15.0,15.0,03/08/2000,0.0,,3,A,N24,,UNKNOWN
22004,22,CDTP/DDTP-Sem-I,TUE-FRI,9-30 AM TO 11-30 AM,PROMITESH MOULICK,17.0,17.0,04/08/2000,0.0,,3,A,N24,,UNKNOWN
22005,22,CDTP/DDTP-Sem-I,WED-SAT,2 PM TO 4 PM,PROMITESH MOULICK,17.0,17.0,05/08/2000,0.0,,3,A,N24,,UNKNOWN
22006,22,CDTP/DDTP-Sem-I,MON-THUS,11-30 AM TO 1-30 PM,PROMITESH MOULICK,19.0,19.0,03/08/2000,0.0,,3,A,N24,,UNKNOWN
23001,23,CFAS/DFAS-Sem-I,MON-THUS,11-30 AM TO 1-30 PM,PROMITESH MOULICK,18.0,18.0,03/08/2000,0.0,,3,A,N24,,UNKNOWN
23002,23,CFAS/DFAS-Sem-I,MON-THUS,4 PM TO 6 PM,Sougata Chaki,17.0,17.0,03/08/2000,0.0,,3,A,N24,,UNKNOWN
23003,23,CFAS/DFAS-Sem-I,TUE-FRI,11-30 AM TO 1-30 PM,Sougata Chaki,18.0,18.0,04/08/2000,0.0,,3,A,N24,,UNKNOWN
23004,23,CFAS/DFAS-Sem-I,TUE-FRI,4 PM TO 6 PM,PROMITESH MOULICK,18.0,18.0,01/08/2000,0.0,,3,A,N24,,UNKNOWN
23005,23,CFAS/DFAS-Sem-I,WED-SAT,9-30 AM TO 11-30 AM,Sougata Chaki,18.0,18.0,05/08/2000,0.0,,3,A,N24,,UNKNOWN
23006,23,CFAS/DFAS-Sem-I,WED-SAT,2 PM TO 4 PM,PROMITESH MOULICK,18.0,18.0,05/08/2000,0.0,,3,A,N24,,UNKNOWN
23007,23,CFAS/DFAS-Sem-I,MON-THUS,9-30 AM TO 11-30 AM,PROMITESH MOULICK,17.0,17.0,03/08/2000,0.0,,3,A,N24,,UNKNOWN
23008,23,CFAS/DFAS-Sem-I,WED-SAT,11-30 AM TO 1-30 PM,PROMITESH MOULICK,18.0,18.0,05/08/2000,0.0,,3,A,N24,,UNKNOWN
23009,23,CFAS/DFAS-Sem-I,WED-SAT,4 PM TO 6 PM,PROMITESH MOULICK,18.0,18.0,02/08/2000,0.0,,3,A,N24,,UNKNOWN
23010,23,CFAS/DFAS-Sem-I,WED-SAT,6 PM TO 8 PM,PROMITESH MOULICK,19.0,19.0,05/08/2000,0.0,,3,A,N24,,UNKNOWN
25001,25,CITA/DITA-Sem-I,MON-THUS,9-30 AM TO 11-30 AM,PROMITESH MOULICK,15.0,15.0,31/07/2000,0.0,,3,A,N24,,UNKNOWN
25002,25,CITA/DITA-Sem-I,MON-THUS,11-30 AM TO 1-30 PM,SAMARESH KARMAKAR,18.0,18.0,31/07/2000,0.0,,3,A,N24,,UNKNOWN
25003,25,CITA/DITA-Sem-I,MON-THUS,2 PM TO 4 PM,SAMARESH KARMAKAR,18.0,18.0,03/08/2000,0.0,,3,A,N24,,UNKNOWN
25004,25,CITA/DITA-Sem-I,MON-THUS,4 PM TO 6 PM,SAMARESH KARMAKAR,18.0,18.0,31/07/2000,0.0,,3,A,N24,,UNKNOWN
25005,25,CITA/DITA-Sem-I,TUE-FRI,9-30 AM TO 11-30 AM,SAMARESH KARMAKAR,18.0,18.0,04/08/2000,0.0,,3,A,N24,,UNKNOWN
25006,25,CITA/DITA-Sem-I,TUE-FRI,2 PM TO 4 PM,SAMARESH KARMAKAR,18.0,18.0,04/08/2000,0.0,,3,A,N24,,UNKNOWN
25007,25,CITA/DITA-Sem-I,TUE-FRI,4 PM TO 6 PM,SAMARESH KARMAKAR,18.0,18.0,04/08/2000,0.0,,3,A,N24,,UNKNOWN
25008,25,CITA/DITA-Sem-I,WED-SAT,2 PM TO 4 PM,SAMARESH KARMAKAR,18.0,18.0,02/08/2000,0.0,,3,A,N24,,UNKNOWN
25009,25,CITA/DITA-Sem-I,WED-SAT,9-30 AM TO 11-30 AM,SAMARESH KARMAKAR,18.0,18.0,02/08/2000,0.0,,3,A,N24,,UNKNOWN
25010,25,CITA/DITA-Sem-I,WED-SAT,6 PM TO 8 PM,SAMARESH KARMAKAR,20.0,20.0,02/08/2000,0.0,,3,A,N24,,UNKNOWN
25011,25,CITA/DITA-Sem-I,MON-THU,2 PM TO 4 PM,SAMARESH KARMAKAR,18.0,18.0,03/08/2000,0.0,,3,A,N24,,UNKNOWN
25012,25,CITA/DITA-Sem-I,MON-THUS,11-30 AM TO 1-30 PM,SAMARESH KARMAKAR,18.0,18.0,31/07/2000,0.0,,3,A,N24,,UNKNOWN
25013,25,CITA/DITA-Sem-I,WED-SAT,11-30 AM TO 1-30 PM,SAMARESH KARMAKAR,18.0,18.0,05/08/2000,0.0,,3,A,N24,,UNKNOWN
25014,25,CITA/DITA-Sem-I,WED-SAT,9-30 AM TO 11-30 AM,SAMARESH KARMAKAR,18.0,18.0,02/08/2000,0.0,,3,A,N24,,UNKNOWN
25015,25,CITA/DITA-Sem-I,TUE-FRI,4 PM TO 6 PM,SAMARESH KARMAKAR,19.0,19.0,01/08/2000,0.0,,3,A,N24,,UNKNOWN
25016,25,CITA/DITA-Sem-I,TUE-FRI,2 PM TO 4 PM,SAMARESH KARMAKAR,18.0,18.0,01/08/2000,0.0,,3,A,N24,,UNKNOWN
25017,25,CITA/DITA-Sem-I,MON-THUS,4 PM TO 6 PM,SAMARESH KARMAKAR,18.0,18.0,31/07/2000,0.0,,3,A,N24,,UNKNOWN
25018,25,CITA/DITA-Sem-I,TUE-FRI,6 PM TO 8 PM,SAMARESH KARMAKAR,23.0,23.0,01/08/2000,0.0,,3,A,N24,,UNKNOWN
25019,25,CITA/DITA-Sem-I,WED-SAT,2 PM TO 4 PM,SAMARESH KARMAKAR,17.0,17.0,02/08/2000,0.0,,3,A,N24,,UNKNOWN
25020,25,CITA/DITA-Sem-I,TUE-FRI,9-30 AM TO 11-30 AM,SAMARESH KARMAKAR,18.0,18.0,01/08/2000,0.0,,3,A,N24,,UNKNOWN
25021,25,CITA/DITA-Sem-I,WED-SAT,4 PM TO 6 PM,SAMARESH KARMAKAR,18.0,18.0,05/08/2000,0.0,,3,A,N24,,UNKNOWN
25022,25,CITA/DITA-Sem-I,WED-SAT,9-30 AM TO 11-30 AM,SAMARESH KARMAKAR,18.0,18.0,02/08/2000,0.0,,3,A,N24,,UNKNOWN
25023,25,CITA/DITA-Sem-I,TUE-FRI,11-30 AM TO 1-30 PM,SAMARESH KARMAKAR,18.0,18.0,04/08/2000,0.0,,3,A,N24,,UNKNOWN
25024,25,CITA/DITA-Sem-I,MON-THU,6 PM TO 8 PM,SAMARESH KARMAKAR,22.0,22.0,31/07/2000,0.0,,3,A,N24,,UNKNOWN
25025,25,CITA/DITA-Sem-I,WED-SAT,4 PM TO 6 PM,SAMARESH KARMAKAR,18.0,18.0,05/08/2000,0.0,,3,A,N24,,UNKNOWN
