reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/78-7600081/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/76-7600081/2024,78,,,,,,PASS,
YS-N24/78-7400133/2024,43,,,,,,,,,,,,53.0,29.0,,,,,,,N24,YS-N24/76-7400133/2024,78,,,,,,PASS,
YS-N24/78-7400114/2024,43,,,,,,,,,,,,65.0,30.0,,,,,,,N24,YS-N24/76-7400114/2024,78,,,,,,PASS,
YS-N24/78-7400146/2024,43,,,,,,,,,,,,48.0,29.0,,,,,,,N24,YS-N24/76-7400146/2024,78,,,,,,PASS,
YS-N24/78-7400144/2024,43,,,,,,,,,,,,66.0,29.0,,,,,,,N24,YS-N24/76-7400144/2024,78,,,,,,PASS,
YS-N24/78-7600017/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/76-7600017/2024,78,,,,,,PASS,
YS-N24/78-5500406/2024,45,,,,,,,,,,,,,,,,,,,,N24,YS-N24/76-5500406/2024,78,,,,,,PASS,
YS-N24/78-7400119/2024,45,,,,,,,,,,,,62.0,29.0,,,,,,,N24,YS-N24/76-7400119/2024,78,,,,,,PASS,
YS-N24/78-7600010/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/76-7600010/2024,78,,,,,,PASS,
YS-N24/78-7600054/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/76-7600054/2024,78,,,,,,PASS,
YS-N24/78-7600053/2024,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/76-7600053/2024,78,,,,,,PASS,
YS-N24/78-7400062/2024,45,,,,,,,,,,,,56.0,29.0,,,,,,,N24,YS-N24/76-7400062/2024,78,,,,,,PASS,
YS-N24/78-7400043/2024,45,,,,,,,,,,,,,,,,,,,,N24,YS-N24/76-7400043/2024,78,,,,,,PASS,
YS-N24/78-7600020/2024,33,,,,,,,58.0,30.0,,,,,,,,,,,,N24,YS-N24/76-7600020/2024,78,,,,,,PASS,
YS-N24/78-7600004/2024,33,,,,,,,49.0,28.0,,,,,,,,,,,,N24,YS-N24/76-7600004/2024,78,,,,,,PASS,
