reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/36-3400005/2013,35,90.0,36.0,47.0,173.0,87.0,A,84.0,93.0,177.0,89.0,A,0.0,0.0,0.0,0.0,,176.0,88.0,A,N24,YS-N24/34-3400005/2012,36,018508,07/06/2014,485/018508,10/01/2014,PROMITA,,
YS-N24/36-3400082/2013,35,72.0,22.0,42.0,136.0,68.0,B,62.0,80.0,142.0,71.0,B+,0.0,0.0,0.0,0.0,,139.0,70.0,B+,N24,YS-N24/34-3400082/2012,36,018493,08/12/2014,470/018493,08/02/2014,sharbani,,
YS-N24/36-3400052/2013,35,98.0,42.0,40.0,180.0,90.0,A+,80.0,90.0,170.0,85.0,A,0.0,0.0,0.0,0.0,,175.0,88.0,A,N24,YS-N24/34-3400052/2012,36,018563,28/10/2014,540/018563,20/12/2013,sharbani,,
YS-N24/36-3400103/2013,35,70.0,29.0,43.0,142.0,71.0,B+,30.0,78.0,108.0,54.0,C,0.0,0.0,0.0,0.0,,125.0,63.0,B,N24,YS-N24/34-3400103/2012,36,018524,06/06/2014,501/018524,21/10/2014,sharbani,,
YS-N24/36-3400023/2013,35,78.0,24.0,41.0,143.0,72.0,B+,42.0,76.0,118.0,59.0,C,0.0,0.0,0.0,0.0,,131.0,66.0,B,N24,YS-N24/34-3400023/2012,36,018568,,545/018568,16/06/2014,sharbani,,
YS-N24/36-3400024/2013,35,62.0,30.0,38.0,130.0,65.0,B,62.0,68.0,130.0,65.0,B,0.0,0.0,0.0,0.0,,130.0,65.0,B,N24,YS-N24/34-3400024/2012,36,018573,17/06/2014,550/018573,28/12/2013,sharbani,,
YS-N24/36-3400059/2013,35,74.0,27.0,38.0,139.0,70.0,B+,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/34-3400059/2012,36,,,,,,,
YS-N24/36-3200475/2013,45,72.0,23.0,45.0,140.0,70.0,B+,44.0,75.0,119.0,60.0,B,36.0,78.0,114.0,57.0,C,187.0,63.0,B,N24,YS-N24/34-3200475/2012,36,018136,15/07/2014,34/018136,23/12/2013,sharbani,,
YS-N24/36-3400027/2013,35,78.0,25.0,38.0,141.0,71.0,B+,46.0,76.0,122.0,61.0,B,0.0,0.0,0.0,0.0,,132.0,66.0,B,N24,YS-N24/34-3400027/2012,36,018528,,505/018528,01/03/2014,sharbani,,
YS-N24/36-3400239/2013,35,94.0,38.0,40.0,172.0,86.0,A,54.0,79.0,133.0,67.0,B,0.0,0.0,0.0,0.0,,153.0,77.0,B+,N24,YS-N24/34-3400239/2012,36,018533,,510/018533,,sharbani,,
YS-N24/36-3400240/2013,35,66.0,25.0,35.0,126.0,63.0,B,40.0,74.0,114.0,57.0,C,0.0,0.0,0.0,0.0,,120.0,60.0,B,N24,YS-N24/34-3400240/2012,36,018526,25/07/2014,503/018526,25/07/2014,sharbani,,
YS-N24/36-3400012/2013,35,98.0,40.0,42.0,180.0,90.0,A+,66.0,79.0,145.0,73.0,B+,0.0,0.0,0.0,0.0,,163.0,82.0,A,N24,YS-N24/34-3400012/2012,36,018557,11/07/2014,534/018557,11/03/2014,sharbani,,
YS-N24/36-3400011/2013,35,96.0,41.0,46.0,183.0,92.0,A+,50.0,67.0,117.0,59.0,C,0.0,0.0,0.0,0.0,,151.0,76.0,B+,N24,YS-N24/34-3400011/2012,36,018492,11/07/2014,469/018492,11/03/2014,sharbani,,
