reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/45-4300118/2015,35,90.0,30.0,48.0,168.0,84.0,A,42.0,83.0,125.0,63.0,B,0.0,0.0,0.0,0.0,,147.0,74.0,B+,N24,YS-N24/43-4300118/2015,45,021632,26/12/2016,331/021632,23/04/2016,,,
YS-N24/45-4300117/2015,35,86.0,36.0,48.0,170.0,85.0,A,44.0,85.0,129.0,65.0,B,0.0,0.0,0.0,0.0,,150.0,75.0,B+,N24,YS-N24/43-4300117/2015,45,021625,,324/021625,02/05/2016,,,
YS-N24/45-4300006/2015,35,88.0,39.0,48.0,175.0,88.0,A,44.0,84.0,128.0,64.0,B,0.0,0.0,0.0,0.0,,152.0,76.0,B+,N24,YS-N24/43-4300006/2015,45,,,74,20/04/2016,,,
YS-N24/45-4300005/2015,35,96.0,39.0,48.0,183.0,92.0,A+,46.0,84.0,130.0,65.0,B,0.0,0.0,0.0,0.0,,157.0,79.0,B+,N24,YS-N24/43-4300005/2015,45,,,66,20/04/2016,,,
YS-N24/45-4300129/2015,35,96.0,43.0,48.0,187.0,94.0,A+,74.0,83.0,157.0,79.0,B+,0.0,0.0,0.0,0.0,,173.0,87.0,A,N24,YS-N24/43-4300129/2015,45,021589,,288/021589,,,,
YS-N24/45-4300116/2015,35,96.0,44.0,48.0,188.0,94.0,A+,82.0,84.0,166.0,83.0,A,0.0,0.0,0.0,0.0,,177.0,89.0,A,N24,YS-N24/43-4300116/2015,45,021667,22/08/2016,366/021667,22/08/2016,,,
YS-N24/45-4300145/2015,33,82.0,28.0,39.0,149.0,75.0,B+,62.0,82.0,144.0,72.0,B+,0.0,0.0,0.0,0.0,,147.0,74.0,B+,N24,YS-N24/43-4300145/2015,45,021552,23/08/2016,224/021552,24/03/2016,,,
YS-N24/45-4300090/2015,33,80.0,29.0,46.0,155.0,78.0,B+,50.0,96.0,146.0,73.0,B+,0.0,0.0,0.0,0.0,,151.0,76.0,B+,N24,YS-N24/43-4300090/2015,45,021554,23/07/2016,226/021554,23/07/2016,,,
YS-N24/45-4300019/2015,35,72.0,26.0,46.0,144.0,72.0,B+,44.0,81.0,125.0,63.0,B,0.0,0.0,0.0,0.0,,135.0,68.0,B,N24,YS-N24/43-4300019/2015,45,021652,,351/021652,18/03/2016,,,
YS-N24/45-4300054/2015,35,68.0,23.0,44.0,135.0,68.0,B,40.0,79.0,119.0,60.0,B,0.0,0.0,0.0,0.0,,128.0,64.0,B,N24,YS-N24/43-4300054/2015,45,021586,23/03/2018,285/021586,23/03/2018,,,
YS-N24/45-4300058/2015,35,100.0,48.0,50.0,198.0,99.0,A+,90.0,93.0,183.0,92.0,A+,0.0,0.0,0.0,0.0,,191.0,96.0,A+,N24,YS-N24/43-4300058/2015,45,021664,01/07/2016,363/021664,04/04/2016,,,
YS-N24/45-4300081/2015,35,58.0,24.0,48.0,130.0,65.0,B,30.0,82.0,112.0,56.0,C,0.0,0.0,0.0,0.0,,121.0,61.0,B,N24,YS-N24/43-4300081/2015,45,021570,13/08/2016,269/021570,13/08/2016,,,
YS-N24/45-4300154/2015,35,64.0,23.0,46.0,133.0,67.0,B,50.0,80.0,130.0,65.0,B,0.0,0.0,0.0,0.0,,132.0,66.0,B,N24,YS-N24/43-4300154/2015,45,021617,19/07/2016,316/021617,19/07/2016,,,
YS-N24/45-4300042/2015,35,82.0,22.0,46.0,150.0,75.0,B+,24.0,91.0,115.0,58.0,C,0.0,0.0,0.0,0.0,,133.0,67.0,B,N24,YS-N24/43-4300042/2015,45,021582,22/07/2016,281/021582,28/03/2016,,,
YS-N24/45-4300082/2015,35,84.0,34.0,48.0,166.0,83.0,A,40.0,81.0,121.0,61.0,B,0.0,0.0,0.0,0.0,,144.0,72.0,B+,N24,YS-N24/43-4300082/2015,45,021574,22/07/2016,273/021574,22/07/2016,,,
YS-N24/45-4300083/2015,35,90.0,27.0,46.0,163.0,82.0,A,60.0,81.0,141.0,71.0,B+,0.0,0.0,0.0,0.0,,153.0,77.0,B+,N24,YS-N24/43-4300083/2015,45,021656,22/07/2016,355/021656,22/07/2016,,,
YS-N24/45-4300174/2015,35,94.0,30.0,44.0,168.0,84.0,A,66.0,80.0,146.0,73.0,B+,0.0,0.0,0.0,0.0,,157.0,79.0,B+,N24,YS-N24/43-4300174/2015,45,021613,31/12/2016,312/021613,05/05/2016,,,
YS-N24/45-4300077/2015,35,96.0,31.0,48.0,175.0,88.0,A,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/43-4300077/2015,45,,,,,,,
YS-N24/45-4300175/2015,35,94.0,34.0,46.0,174.0,87.0,A,36.0,70.0,106.0,53.0,C,0.0,0.0,0.0,0.0,,140.0,70.0,B+,N24,YS-N24/43-4300175/2015,45,021665,,364/021665,,,,
YS-N24/45-4300091/2015,35,88.0,33.0,46.0,167.0,84.0,A,40.0,78.0,118.0,59.0,C,0.0,0.0,0.0,0.0,,143.0,72.0,B+,N24,YS-N24/43-4300091/2015,45,021641,,340/021641,,,,
YS-N24/45-4300026/2015,35,86.0,36.0,46.0,168.0,84.0,A,70.0,84.0,154.0,77.0,B+,0.0,0.0,0.0,0.0,,161.0,81.0,A,N24,YS-N24/43-4300026/2015,45,021623,20/02/2017,322/021623,21/04/2016,,,
YS-N24/45-4300619/2015,33,52.0,19.0,49.0,120.0,60.0,B,40.0,84.0,124.0,62.0,B,0.0,0.0,0.0,0.0,,122.0,61.0,B,N24,YS-N24/43-4300619/2015,45,021563,,235/021563,06/04/2016,,,
