reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/30-1901339/2011,35,58.0,16.0,37.0,111.0,56.0,C,74.0,84.0,158.0,79.0,B+,0.0,0.0,0.0,0.0,,135.0,68.0,B,N24,YS-N24/19-1901339/2008,30,016073,,226/016073,11/06/2012,UNKNOWN,,
YS-N24/30-1901342/2011,35,50.0,30.0,36.0,116.0,58.0,C,50.0,82.0,132.0,66.0,B,0.0,0.0,0.0,0.0,,124.0,62.0,B,N24,YS-N24/19-1901342/2008,30,,,40,,UNKNOWN,,
YS-N24/30-2600011/2011,45,92.0,28.0,46.0,166.0,83.0,A,62.0,71.0,133.0,67.0,B,44.0,88.0,132.0,66.0,B,216.0,72.0,B+,N24,YS-N24/28-2600011/2011,30,015915,08/12/2012,5/015915,25/05/2012,UNKNOWN,,
YS-N24/30-2600012/2011,45,86.0,36.0,48.0,170.0,85.0,A,72.0,72.0,144.0,72.0,B+,84.0,98.0,182.0,91.0,A+,248.0,83.0,A,N24,YS-N24/28-2600012/2011,30,015912,28/06/2014,2/015912,28/06/2014,UNKNOWN,,
YS-N24/30-2600031/2011,45,90.0,49.0,48.0,187.0,94.0,A+,74.0,90.0,164.0,82.0,A,60.0,96.0,156.0,78.0,B+,254.0,85.0,A,N24,YS-N24/28-2600031/2011,30,015913,13/10/2014,3/015913,13/10/2014,UNKNOWN,,
YS-N24/30-2600033/2011,45,76.0,22.0,42.0,140.0,70.0,B+,62.0,86.0,148.0,74.0,B+,34.0,82.0,116.0,58.0,C,202.0,67.0,B,N24,YS-N24/28-2600033/2011,30,015911,,1/015911,28/03/2012,UNKNOWN,,
YS-N24/30-2600037/2011,45,66.0,41.0,44.0,151.0,76.0,B+,78.0,96.0,174.0,87.0,A,62.0,94.0,156.0,78.0,B+,241.0,80.0,A,N24,YS-N24/28-2600037/2011,30,015914,08/07/2013,4/015914,08/07/2013,UNKNOWN,,
YS-N24/30-2600078/2011,45,86.0,44.0,41.0,171.0,86.0,A,70.0,78.0,148.0,74.0,B+,26.0,80.0,106.0,53.0,C,213.0,71.0,B+,N24,YS-N24/28-2600078/2011,30,015917,29/10/2013,7/015917,28/06/2012,UNKNOWN,,
YS-N24/30-2600137/2011,45,92.0,35.0,44.0,171.0,86.0,A,74.0,88.0,162.0,81.0,A,56.0,94.0,150.0,75.0,B+,242.0,81.0,A,N24,YS-N24/28-2600137/2011,30,015916,08/07/2013,6/015916,08/07/2013,UNKNOWN,,
YS-N24/30-2800003/2011,35,76.0,28.0,42.0,146.0,73.0,B+,54.0,80.0,134.0,67.0,B,0.0,0.0,0.0,0.0,,140.0,70.0,B+,N24,YS-N24/28-2800003/2011,30,,,30,03/07/2012,UNKNOWN,,
