reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/15-1500001/2006,35,87.0,32.0,43.0,162.0,81.0,A,70.0,77.0,147.0,74.0,B+,0.0,0.0,0.0,0.0,,155.0,78.0,B+,N24,YS-N24/14-0596/2006,15,,,,,UNKNOWN,,
YS-N24/15-1500002/2006,35,82.0,36.0,42.0,160.0,80.0,A,39.0,67.0,106.0,53.0,C,0.0,0.0,0.0,0.0,,133.0,67.0,B,N24,YS-N24/14-0544/2006,15,7414,,,,UNKNOWN,,
YS-N24/15-1500003/2006,35,95.0,41.0,45.0,181.0,91.0,A+,51.0,80.0,131.0,66.0,B,0.0,0.0,0.0,0.0,,157.0,79.0,B+,N24,YS-N24/14-0819/2006,15,,,,,UNKNOWN,,
YS-N24/15-1500004/2006,35,73.0,35.0,42.0,150.0,75.0,B+,61.0,75.0,136.0,68.0,B,0.0,0.0,0.0,0.0,,143.0,72.0,B+,N24,YS-N24/14-0657/2006,15,,,,,UNKNOWN,,
YS-N24/15-1500005/2006,33,71.0,40.0,44.0,155.0,78.0,B+,70.0,86.0,156.0,78.0,B+,0.0,0.0,0.0,0.0,,156.0,78.0,B+,N24,YS-N24/14-0725/2006,15,7232,,,,UNKNOWN,,
YS-N24/15-1500006/2006,33,66.0,30.0,43.0,139.0,70.0,B+,63.0,85.0,148.0,74.0,B+,0.0,0.0,0.0,0.0,,144.0,72.0,B+,N24,YS-N24/14-0779/2006,15,,,,,UNKNOWN,,
YS-N24/15-1500007/2006,32,73.0,50.0,47.0,170.0,85.0,A,69.0,83.0,152.0,76.0,B+,0.0,0.0,0.0,0.0,,161.0,81.0,A,N24,YS-N24/14-0479/2006,15,,,,,UNKNOWN,,
YS-N24/15-1500008/2006,32,72.0,46.0,36.0,154.0,77.0,B+,0.0,0.0,0.0,0.0,YY,0.0,0.0,0.0,0.0,,77.0,39.0,XX,N24,YS-N24/14-0590/2006,15,,,,,UNKNOWN,,
YS-N24/15-1500009/2006,32,78.0,49.0,47.0,174.0,87.0,A,77.0,95.0,172.0,86.0,A,0.0,0.0,0.0,0.0,,173.0,87.0,A,N24,YS-N24/14-0481/2006,15,,,,,UNKNOWN,,
YS-N24/15-1500010/2006,32,64.0,41.0,35.0,140.0,70.0,B+,63.0,64.0,127.0,64.0,B,0.0,0.0,0.0,0.0,,134.0,67.0,B,N24,YS-N24/14-0383/2006,15,,,,,UNKNOWN,,
