reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/62-6000325/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/60-6000325/2019,62,,,,,,,
YS-N24/62-6000309/2019,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/60-6000309/2019,62,,,,,,,
YS-N24/62-6000201/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/60-6000201/2019,62,,,,,,,
YS-N24/62-6000260/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/60-6000260/2019,62,,,,,,,
YS-N24/62-6000199/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/60-6000199/2019,62,,,,,,,
YS-N24/62-6000126/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/60-6000126/2019,62,,,,,,,
YS-N24/62-6000016/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/60-6000016/2019,62,,,,,,,
YS-N24/62-6000284/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/60-6000284/2019,62,,,,,,,
YS-N24/62-6000158/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/60-6000158/2019,62,,,,,,,
YS-N24/62-6000106/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/60-6000106/2019,62,,,,,,,
YS-N24/62-6000189/2019,33,,,,,,,43.0,27.0,,,,,,,,,,,B+,N24,YS-N24/60-6000189/2019,62,WB1132798587,10/12/2021,,,,PASS,
YS-N24/62-6000058/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/60-6000058/2019,62,,,,,,,
YS-N24/62-6000061/2019,33,,,,,,,0.0,28.0,,,,,,,,,,,,N24,YS-N24/60-6000061/2019,62,,,,,,ABSENT,
YS-N24/62-6000127/2019,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/60-6000127/2019,62,,,,,,,
