reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/31-1000605/2012,35,83.0,36.0,37.0,156.0,78.0,B+,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,78.0,39.0,INC,N24,YS-N24/10-1000605/2004,31,,,,,UNKNOWN,,
YS-N24/31-1600930/2012,37,25.0,37.0,53.0,115.0,58.0,C,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,58.0,29.0,INC,N24,YS-N24/16-1600930/2007,31,,,,,UNKNOWN,,
YS-N24/31-1600985/2012,33,72.0,36.0,39.0,147.0,74.0,B+,38.0,90.0,128.0,64.0,B,0.0,0.0,0.0,0.0,,138.0,69.0,B,N24,YS-N24/16-1600985/2007,31,016526,05/09/2013,411/016526,05/09/2013,UNKNOWN,,
YS-N24/31-1601033/2012,45,60.0,31.0,45.0,136.0,68.0,B,71.0,82.0,153.0,77.0,B+,62.0,84.0,146.0,73.0,B+,218.0,73.0,B+,N24,YS-N24/16-1601033/2007,31,016186,,8/016186,,UNKNOWN,,
YS-N24/31-1601204/2012,45,53.0,30.0,36.0,119.0,60.0,B,54.0,72.0,126.0,63.0,B,36.0,76.0,112.0,56.0,C,179.0,60.0,B,N24,YS-N24/28-1601204/2011,31,016206,02/02/2015,28/016206,21/08/2012,UNKNOWN,,
YS-N24/31-1901361/2012,35,60.0,21.0,43.0,124.0,62.0,B,64.0,79.0,143.0,72.0,B+,0.0,0.0,0.0,0.0,,134.0,67.0,B,N24,YS-N24/19-1901361/2008,31,,,48,25/08/2012,UNKNOWN,,
YS-N24/31-2100055/2012,45,76.0,41.0,44.0,161.0,81.0,A,76.0,82.0,158.0,79.0,B+,60.0,77.0,137.0,69.0,B,229.0,76.0,B+,N24,YS-N24/21-2100055/2009,31,016198,22/06/2013,20/016198,11/10/2012,UNKNOWN,,
YS-N24/31-2200027/2012,35,76.0,21.0,24.0,121.0,61.0,B,46.0,84.0,130.0,65.0,B,0.0,0.0,0.0,0.0,,126.0,63.0,B,N24,YS-N24/22-2200027/2009,31,,,37,24/08/2012,UNKNOWN,,
YS-N24/31-2200407/2012,35,98.0,36.0,26.0,160.0,80.0,A,98.0,92.0,190.0,95.0,A+,0.0,0.0,0.0,0.0,,175.0,88.0,A,N24,YS-N24/22-2200407/2009,31,016531,22/07/2013,424/016531,12/10/2012,UNKNOWN,,
YS-N24/31-2200461/2012,45,58.0,30.0,38.0,126.0,63.0,B,48.0,62.0,110.0,55.0,C,26.0,75.0,101.0,51.0,C,169.0,56.0,C,N24,YS-N24/23-2200461/2009,31,016196,,18/016196,,UNKNOWN,,
