reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/13-1300001/2005,35,79.0,35.0,46.0,160.0,80.0,A,57.0,69.0,126.0,63.0,B,0.0,0.0,0.0,0.0,,143.0,72.0,B+,N24,YS-N24/12-0341/2005,13,,,,,UNKNOWN,,
YS-N24/13-1300002/2005,35,84.0,36.0,34.0,154.0,77.0,B+,55.0,89.0,144.0,72.0,B+,0.0,0.0,0.0,0.0,,149.0,75.0,B+,N24,YS-N24/12-0644/2005,13,6407,,550/6407,,UNKNOWN,,
YS-N24/13-1300003/2005,35,86.0,39.0,47.0,172.0,86.0,A,47.0,93.0,140.0,70.0,B+,0.0,0.0,0.0,0.0,,156.0,78.0,B+,N24,YS-N24/12-0332/2005,13,6352,,495/6352,,UNKNOWN,,
YS-N24/13-1300004/2005,32,85.0,48.0,33.0,166.0,83.0,A,65.0,85.0,150.0,75.0,B+,0.0,0.0,0.0,0.0,,158.0,79.0,B+,N24,YS-N24/12-0330/2005,13,6288,19/11/2009,,,UNKNOWN,,
YS-N24/13-1300005/2005,35,76.0,43.0,33.0,152.0,76.0,B+,74.0,89.0,163.0,82.0,A,0.0,0.0,0.0,0.0,,158.0,79.0,B+,N24,YS-N24/12-0391/2005,13,,,,,UNKNOWN,,
YS-N24/13-1300006/2005,35,93.0,30.0,44.0,167.0,84.0,A,50.0,93.0,143.0,72.0,B+,0.0,0.0,0.0,0.0,,156.0,78.0,B+,N24,YS-N24/12-0445/2005,13,,,,,UNKNOWN,,
YS-N24/13-1300007/2005,35,80.0,31.0,38.0,149.0,75.0,B+,43.0,78.0,121.0,61.0,B,0.0,0.0,0.0,0.0,,136.0,68.0,B,N24,YS-N24/12-0434/2005,13,,,,,UNKNOWN,,
YS-N24/13-1300008/2005,35,80.0,33.0,47.0,160.0,80.0,A,39.0,81.0,120.0,60.0,B,0.0,0.0,0.0,0.0,,140.0,70.0,B+,N24,YS-N24/12-0441/2005,13,6344,,,,UNKNOWN,,
YS-N24/13-1300009/2005,35,66.0,20.0,33.0,119.0,60.0,B,53.0,76.0,129.0,65.0,B,0.0,0.0,0.0,0.0,,125.0,63.0,B,N24,YS-N24/12-0481/2005,13,,,,,UNKNOWN,,
YS-N24/13-1300010/2005,35,85.0,43.0,44.0,172.0,86.0,A,64.0,89.0,153.0,77.0,B+,0.0,0.0,0.0,0.0,,163.0,82.0,A,N24,YS-N24/12-0310/2005,13,,,,,UNKNOWN,,
YS-N24/13-1300011/2005,35,91.0,40.0,45.0,176.0,88.0,A,69.0,91.0,160.0,80.0,A,0.0,0.0,0.0,0.0,,168.0,84.0,A,N24,YS-N24/12-0309/2005,13,6356,,,,UNKNOWN,,
YS-N24/13-1300012/2005,35,42.0,32.0,31.0,105.0,53.0,C,40.0,0.0,40.0,20.0,XX,0.0,0.0,0.0,0.0,,73.0,37.0,XX,N24,YS-N24/12-0495/2005,13,,,,,UNKNOWN,,
YS-N24/13-1300013/2005,35,74.0,31.0,37.0,142.0,71.0,B+,0.0,0.0,0.0,0.0,YY,0.0,0.0,0.0,0.0,,71.0,36.0,XX,N24,YS-N24/12-0691/2005,13,,,,,UNKNOWN,,
YS-N24/13-1300014/2005,35,71.0,21.0,32.0,124.0,62.0,B,79.0,88.0,167.0,84.0,A,0.0,0.0,0.0,0.0,,146.0,73.0,B+,N24,YS-N24/12-0478/2005,13,,,,,UNKNOWN,,
YS-N24/13-1300015/2005,35,88.0,38.0,33.0,159.0,80.0,A,80.0,95.0,175.0,88.0,A,0.0,0.0,0.0,0.0,,168.0,84.0,A,N24,YS-N24/12-0312/2005,13,6372,,,,UNKNOWN,,
YS-N24/13-1300016/2005,35,73.0,28.0,11.0,112.0,56.0,C,46.0,74.0,120.0,60.0,B,0.0,0.0,0.0,0.0,,116.0,58.0,C,N24,YS-N24/12-0337/2005,13,6354,,,,UNKNOWN,,
YS-N24/13-1300017/2005,35,78.0,44.0,47.0,169.0,85.0,A,42.0,83.0,125.0,63.0,B,0.0,0.0,0.0,0.0,,148.0,74.0,B+,N24,YS-N24/12-0338/2005,13,6349,,,,UNKNOWN,,
