reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/39-3700262/2014,35,84.0,33.0,48.0,165.0,83.0,A,48.0,80.0,128.0,64.0,B,0.0,0.0,0.0,0.0,,147.0,74.0,B+,N24,YS-N24/37-3700262/2013,39,019737,27/02/2015,519/019737,26/09/2014,,,
YS-N24/39-3700236/2014,35,98.0,49.0,50.0,197.0,99.0,A+,98.0,93.0,191.0,96.0,A+,0.0,0.0,0.0,0.0,,195.0,98.0,A+,N24,YS-N24/37-3700236/2013,39,019740,18/03/2015,522/019740,07/11/2014,,,
YS-N24/39-3700214/2014,35,96.0,40.0,46.0,182.0,91.0,A+,94.0,92.0,186.0,93.0,A+,0.0,0.0,0.0,0.0,,184.0,92.0,A+,N24,YS-N24/37-3700214/2013,39,,,41,15/09/2014,,,
YS-N24/39-3700199/2014,35,84.0,28.0,44.0,156.0,78.0,B+,36.0,90.0,126.0,63.0,B,0.0,0.0,0.0,0.0,,141.0,71.0,B+,N24,YS-N24/37-3700199/2013,39,019657,18/11/2015,439/019657,05/09/2014,,,
YS-N24/39-3700216/2014,35,76.0,30.0,36.0,142.0,71.0,B+,58.0,82.0,140.0,70.0,B+,0.0,0.0,0.0,0.0,,141.0,71.0,B+,N24,YS-N24/37-3700216/2013,39,019733,31/01/2015,515/019733,06/09/2014,,,
YS-N24/39-3700248/2014,35,78.0,28.0,36.0,142.0,71.0,B+,58.0,79.0,137.0,69.0,B,0.0,0.0,0.0,0.0,,140.0,70.0,B+,N24,YS-N24/37-3700248/2013,39,019676,24/03/2015,458/019676,24/03/2015,,,
YS-N24/39-3700247/2014,35,58.0,18.0,32.0,108.0,54.0,C,38.0,81.0,119.0,60.0,B,0.0,0.0,0.0,0.0,,114.0,57.0,C,N24,YS-N24/37-3700247/2013,39,019661,24/03/2015,443/019661,24/03/2015,,,
YS-N24/39-3700277/2014,35,60.0,29.0,34.0,123.0,62.0,B,36.0,74.0,110.0,55.0,C,0.0,0.0,0.0,0.0,,117.0,59.0,C,N24,YS-N24/37-3700277/2013,39,019734,07/03/2015,516/019734,23/12/2014,,,
YS-N24/39-3700159/2014,35,76.0,38.0,48.0,162.0,81.0,A,90.0,95.0,185.0,93.0,A+,0.0,0.0,0.0,0.0,,174.0,87.0,A,N24,YS-N24/37-3700159/2013,39,019665,27/02/2015,447/019665,05/09/2014,,,
YS-N24/39-3700154/2014,35,62.0,24.0,43.0,129.0,65.0,B,60.0,92.0,152.0,76.0,B+,0.0,0.0,0.0,0.0,,141.0,71.0,B+,N24,YS-N24/37-3700154/2013,39,019678,08/06/2015,460/019678,08/09/2014,,,
YS-N24/39-3700120/2014,35,90.0,41.0,44.0,175.0,88.0,A,66.0,84.0,150.0,75.0,B+,0.0,0.0,0.0,0.0,,163.0,82.0,A,N24,YS-N24/37-3700120/2013,39,019715,20/03/2015,497/019715,20/03/2015,,,
YS-N24/39-3700127/2014,35,80.0,27.0,46.0,153.0,77.0,B+,46.0,86.0,132.0,66.0,B,0.0,0.0,0.0,0.0,,143.0,72.0,B+,N24,YS-N24/37-3700127/2013,39,019722,20/03/2015,504/019722,20/03/2015,,,
YS-N24/39-3700252/2014,35,40.0,23.0,44.0,107.0,54.0,C,50.0,81.0,131.0,66.0,B,0.0,0.0,0.0,0.0,,120.0,60.0,B,N24,YS-N24/37-3700252/2013,39,019707,13/02/2015,489/019707,27/09/2014,,,
YS-N24/39-3700253/2014,35,68.0,25.0,47.0,140.0,70.0,B+,38.0,90.0,128.0,64.0,B,0.0,0.0,0.0,0.0,,134.0,67.0,B,N24,YS-N24/37-3700253/2013,39,019698,04/02/2015,480/019698,27/09/2014,,,
YS-N24/39-3700155/2014,35,78.0,26.0,36.0,140.0,70.0,B+,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/37-3700155/2013,39,,,,,,,
YS-N24/39-3700020/2014,35,92.0,39.0,50.0,181.0,91.0,A+,92.0,87.0,179.0,90.0,A+,0.0,0.0,0.0,0.0,,181.0,91.0,A+,N24,YS-N24/37-3700020/2013,39,019741,07/03/2015,523/019741,27/08/2014,,,
YS-N24/39-3700035/2014,35,82.0,41.0,44.0,167.0,84.0,A,82.0,90.0,172.0,86.0,A,0.0,0.0,0.0,0.0,,170.0,85.0,A,N24,YS-N24/37-3700035/2013,39,019701,07/03/2015,483/019701,30/08/2014,,,
YS-N24/39-3700209/2014,35,82.0,40.0,40.0,162.0,81.0,A,58.0,80.0,138.0,69.0,B,0.0,0.0,0.0,0.0,,150.0,75.0,B+,N24,YS-N24/37-3700209/2013,39,,,42,15/09/2014,,,
YS-N24/39-3700130/2014,33,66.0,37.0,46.0,149.0,75.0,B+,36.0,75.0,111.0,56.0,C,0.0,0.0,0.0,0.0,,131.0,66.0,B,N24,YS-N24/37-3700130/2013,39,019641,04/04/2015,408/019641,17/12/2014,,,
YS-N24/39-3700086/2014,35,66.0,28.0,46.0,140.0,70.0,B+,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/37-3700086/2013,39,,,,,,,
YS-N24/39-3500570/2014,45,72.0,22.0,46.0,140.0,70.0,B+,34.0,74.0,108.0,54.0,C,30.0,84.0,114.0,57.0,C,181.0,61.0,B,N24,YS-N24/37-3500570/2013,39,019280,21/04/2015,20/019280,21/04/2015,,,
YS-N24/39-3700156/2014,35,72.0,23.0,35.0,130.0,65.0,B,38.0,70.0,108.0,54.0,C,0.0,0.0,0.0,0.0,,119.0,60.0,B,N24,YS-N24/37-3700156/2013,39,019718,,500/019718,04/09/2014,,,
YS-N24/39-3700190/2014,35,84.0,32.0,46.0,162.0,81.0,A,68.0,88.0,156.0,78.0,B+,0.0,0.0,0.0,0.0,,159.0,80.0,A,N24,YS-N24/37-3700190/2013,39,019669,22/01/2015,451/019669,29/08/2014,,,
YS-N24/39-3700128/2014,32,54.0,36.0,46.0,136.0,68.0,B,58.0,88.0,146.0,73.0,B+,0.0,0.0,0.0,0.0,,141.0,71.0,B+,N24,YS-N24/37-3700128/2013,39,019613,04/06/2015,360/019613,04/06/2015,,,
YS-N24/39-3700122/2014,32,74.0,37.0,45.0,156.0,78.0,B+,72.0,88.0,160.0,80.0,A,0.0,0.0,0.0,0.0,,158.0,79.0,B+,N24,YS-N24/37-3700122/2013,39,019622,01/06/2015,369/019622,15/11/2014,,,
YS-N24/39-3700177/2014,35,88.0,24.0,38.0,150.0,75.0,B+,42.0,60.0,102.0,51.0,C,0.0,0.0,0.0,0.0,,126.0,63.0,B,N24,YS-N24/37-3700177/2013,39,019706,,488/019706,26/08/2014,,,
YS-N24/39-3700178/2014,35,68.0,27.0,35.0,130.0,65.0,B,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/37-3700178/2013,39,,,,,,,
YS-N24/39-3700188/2014,35,72.0,30.0,50.0,152.0,76.0,B+,72.0,80.0,152.0,76.0,B+,0.0,0.0,0.0,0.0,,152.0,76.0,B+,N24,YS-N24/37-3700188/2013,39,019727,17/04/2015,509/019727,19/12/2014,,,
YS-N24/39-3700024/2014,35,66.0,19.0,36.0,121.0,61.0,B,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/37-3700024/2013,39,,,,,,,
YS-N24/39-3700023/2014,35,72.0,20.0,32.0,124.0,62.0,B,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/37-3700023/2013,39,,,,,,,
YS-N24/39-3700131/2014,35,96.0,41.0,50.0,187.0,94.0,A+,78.0,94.0,172.0,86.0,A,0.0,0.0,0.0,0.0,,180.0,90.0,A+,N24,YS-N24/37-3700131/2013,39,019697,28/02/2015,479/019697,30/08/2014,,,
YS-N24/39-3700081/2014,35,92.0,43.0,46.0,181.0,91.0,A+,68.0,92.0,160.0,80.0,A,0.0,0.0,0.0,0.0,,171.0,86.0,A,N24,YS-N24/37-3700081/2013,39,019694,,476/019694,25/08/2014,,,
YS-N24/39-3700104/2014,35,70.0,23.0,42.0,135.0,68.0,B,68.0,82.0,150.0,75.0,B+,0.0,0.0,0.0,0.0,,143.0,72.0,B+,N24,YS-N24/37-3700104/2013,39,019731,01/04/2015,513/019731,10/10/2014,,,
YS-N24/39-3700132/2014,35,60.0,28.0,34.0,122.0,61.0,B,70.0,84.0,154.0,77.0,B+,0.0,0.0,0.0,0.0,,138.0,69.0,B,N24,YS-N24/37-3700132/2013,39,019728,28/02/2015,510/019728,30/08/2014,,,
YS-N24/39-3700053/2014,35,72.0,22.0,38.0,132.0,66.0,B,74.0,88.0,162.0,81.0,A,0.0,0.0,0.0,0.0,,147.0,74.0,B+,N24,YS-N24/37-3700053/2013,39,019711,,493/019711,,,,
YS-N24/39-3700138/2014,35,64.0,24.0,38.0,126.0,63.0,B,82.0,84.0,166.0,83.0,A,0.0,0.0,0.0,0.0,,146.0,73.0,B+,N24,YS-N24/37-3700138/2013,39,019667,14/10/2015,449/019667,24/09/2014,,,
YS-N24/39-3700082/2014,35,98.0,45.0,36.0,179.0,90.0,A+,92.0,94.0,186.0,93.0,A+,0.0,0.0,0.0,0.0,,183.0,92.0,A+,N24,YS-N24/37-3700082/2013,39,019703,05/05/2015,485/019703,29/11/2014,,,
