reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/34-3400060/2012,25,58.0,21.0,36.0,115.0,58.0,C,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,115.0,58.0,C,N24,,34,,,,,Debjani,,
YS-N24/34-3400061/2012,25,62.0,21.0,40.0,123.0,62.0,B,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,123.0,62.0,B,N24,,34,,,498,18/12/2013,Debjani,,
YS-N24/34-3200102/2012,33,70.0,16.0,42.0,128.0,64.0,B,40.0,64.0,104.0,52.0,C,0.0,0.0,0.0,0.0,,116.0,58.0,C,N24,YS-N24/32-3200102/2012,34,017476,18/08/2014,216/017476,26/07/2013,Debjani,,
YS-N24/34-3400062/2012,25,84.0,31.0,34.0,149.0,75.0,B+,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,149.0,75.0,B+,N24,,34,,,420,13/01/2014,Debjani,,
YS-N24/34-3200360/2012,35,54.0,29.0,36.0,119.0,60.0,B,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/32-3200360/2012,34,,,,,,,
YS-N24/34-3200265/2012,37,20.0,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,YS-N24/32-3200265/2012,34,,,,,,,
YS-N24/34-3400063/2012,25,54.0,20.0,30.0,104.0,52.0,C,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,104.0,52.0,C,N24,,34,,,464,26/06/2014,Debjani,,
YS-N24/34-3400064/2012,25,56.0,26.0,29.0,111.0,56.0,C,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,111.0,56.0,C,N24,,34,,,,,Debjani,,
YS-N24/34-3400065/2012,25,62.0,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,,34,,,,,PROMITA,,
YS-N24/34-3400066/2012,25,68.0,25.0,43.0,136.0,68.0,B,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,136.0,68.0,B,N24,,34,,,,,Debjani,,
YS-N24/34-3200399/2012,35,48.0,17.0,45.0,110.0,55.0,C,38.0,81.0,119.0,60.0,B,0.0,0.0,0.0,0.0,,115.0,58.0,C,N24,YS-N24/32-3200399/2012,34,017634,14/08/2014,394/017634,14/08/2014,Debjani,,
YS-N24/34-3400067/2012,25,80.0,23.0,36.0,139.0,70.0,B+,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,139.0,70.0,B+,N24,,34,,,472,24/06/2014,Debjani,,
