reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/75-7300053/2023,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300053/2023,75,,,,,,PASS,
YS-N24/75-7300051/2023,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300051/2023,75,,,,,,PASS,
YS-N24/75-7300065/2023,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300065/2023,75,,,,,,PASS,
YS-N24/75-7300227/2023,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300227/2023,75,,,,,,PASS,
YS-N24/75-7300078/2023,35,,,,,,,56.0,29.0,,,,,,,,,,,A,N24,YS-N24/73-7300078/2023,75,WB1137479117,04/10/2024,,,,PASS,
YS-N24/75-7300080/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300080/2023,75,,,,,,PASS,
YS-N24/75-7300070/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300070/2023,75,,,,,,PASS,
YS-N24/75-7100033/2023,45,,,,,,,,,,,,44.0,29.0,,,,,,B+,N24,YS-N24/73-7100033/2023,75,WB1137481041,,,,,PASS,
YS-N24/75-7300228/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300228/2023,75,,,,,,PASS,
YS-N24/75-7300108/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300108/2023,75,,,,,,PASS,
YS-N24/75-7100119/2023,43,,,,,,,,,,,,58.0,28.0,,,,,,A,N24,YS-N24/73-7100119/2023,75,WB1137482520,11/01/2025,,,,PASS,
YS-N24/75-7300237/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300237/2023,75,,,,,,PASS,
YS-N24/75-7300234/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300234/2023,75,,,,,,PASS,
YS-N24/75-7300253/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300253/2023,75,,,,,,PASS,
YS-N24/75-7300190/2023,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300190/2023,75,,,,,,PASS,
YS-N24/75-7300298/2023,35,,,,,,,53.0,29.0,,,,,,,,,,,A,N24,YS-N24/73-7300298/2023,75,WB1137608333,,,,,PASS,
YS-N24/75-7300277/2023,35,,,,,,,43.0,30.0,,,,,,,,,,,B+,N24,YS-N24/73-7300277/2023,75,WB1137477309,30/09/2024,,,,PASS,
YS-N24/75-7300208/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300208/2023,75,,,,,,PASS,
YS-N24/75-7300189/2023,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300189/2023,75,,,,,,PASS,
YS-N24/75-7300282/2023,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300282/2023,75,,,,,,PASS,
YS-N24/75-7300408/2023,33,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300408/2023,75,,,,,,PASS,
YS-N24/75-7300162/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300162/2023,75,,,,,,PASS,
YS-N24/75-7300092/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300092/2023,75,,,,,,PASS,
YS-N24/75-7300220/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300220/2023,75,,,,,,PASS,
YS-N24/75-7300160/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300160/2023,75,,,,,,PASS,
YS-N24/75-7300231/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300231/2023,75,,,,,,PASS,
YS-N24/75-7300229/2023,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/73-7300229/2023,75,,,,,,PASS,
