reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/33-3100112/2012,35,94.0,38.0,38.0,170.0,85.0,A,66.0,79.0,145.0,73.0,B+,0.0,0.0,0.0,0.0,,158.0,79.0,B+,N24,,33,017244,12/08/2013,368/017244,04/03/2013,PROMITA,,
YS-N24/33-3100126/2012,35,74.0,46.0,48.0,168.0,84.0,A,84.0,76.0,160.0,80.0,A,0.0,0.0,0.0,0.0,,164.0,82.0,A,N24,,33,017245,06/11/2013,369/ 017245,22/03/2013,PROMITA,,
YS-N24/33-3100181/2012,35,80.0,31.0,34.0,145.0,73.0,B+,64.0,64.0,128.0,64.0,B,0.0,0.0,0.0,0.0,,137.0,69.0,B,N24,,33,017274,20/01/2014,398/017274,26/05/2013,PROMITA,,
YS-N24/33-3100182/2012,35,66.0,25.0,34.0,125.0,63.0,B,44.0,64.0,108.0,54.0,C,0.0,0.0,0.0,0.0,,117.0,59.0,C,N24,,33,017270,12/09/2013,394/017270,16/04/2013,PROMITA,,
YS-N24/33-3100187/2012,35,88.0,33.0,40.0,161.0,81.0,A,64.0,70.0,134.0,67.0,B,0.0,0.0,0.0,0.0,,148.0,74.0,B+,N24,,33,017261,23/09/2013,385/017261,04/03/2013,PROMITA,,
YS-N24/33-3100108/2012,35,68.0,26.0,42.0,136.0,68.0,B,44.0,70.0,114.0,57.0,C,0.0,0.0,0.0,0.0,,125.0,63.0,B,N24,,33,017298,,422/017298,,PROMITA,,
YS-N24/33-3100050/2012,35,66.0,23.0,30.0,119.0,60.0,B,0.0,0.0,0.0,0.0,INC,0.0,0.0,0.0,0.0,,0.0,0.0,INC,N24,,33,,,,,PROMITA,,
YS-N24/33-3100109/2012,35,62.0,32.0,40.0,134.0,67.0,B,22.0,70.0,92.0,46.0,D,0.0,0.0,0.0,0.0,,113.0,57.0,C,N24,,33,017272,,396/017272,,PROMITA,,
YS-N24/33-3100047/2012,35,52.0,25.0,46.0,123.0,62.0,B,36.0,70.0,106.0,53.0,C,0.0,0.0,0.0,0.0,,115.0,58.0,C,N24,,33,,,,,PROMITA,,
YS-N24/33-2900011/2012,45,56.0,25.0,46.0,127.0,64.0,B,64.0,52.0,116.0,58.0,C,0.0,0.0,0.0,0.0,INC,0.0,0.0,INC,N24,,33,,,,,PROMITA,,
YS-N24/33-2900173/2012,45,88.0,33.0,41.0,162.0,81.0,A,62.0,52.0,114.0,57.0,C,0.0,0.0,0.0,0.0,INC,0.0,0.0,INC,N24,,33,,,,,PROMITA,,
YS-N24/33-2900250/2012,45,98.0,45.0,48.0,191.0,96.0,A+,86.0,75.0,161.0,81.0,A,66.0,84.0,150.0,75.0,B+,252.0,84.0,A,N24,,33,016995,,31/016995,,Debjani,,
YS-N24/33-2900235/2012,45,84.0,30.0,46.0,160.0,80.0,A,84.0,76.0,160.0,80.0,A,54.0,70.0,124.0,62.0,B,222.0,74.0,B+,N24,,33,017002,09/12/2013,38/017002,02/04/2013,Debjani,,
YS-N24/33-2900180/2012,45,44.0,36.0,44.0,124.0,62.0,B,34.0,68.0,102.0,51.0,C,42.0,60.0,102.0,51.0,C,164.0,55.0,C,N24,,33,,,,,Debjani,,
YS-N24/33-3100105/2012,35,76.0,18.0,32.0,126.0,63.0,B,36.0,64.0,100.0,50.0,C,0.0,0.0,0.0,0.0,,113.0,57.0,C,N24,,33,017313,06/07/2013,437/017313,04/03/2013,PROMITA,,
YS-N24/33-2900251/2012,45,72.0,39.0,42.0,153.0,77.0,B+,56.0,76.0,132.0,66.0,B,46.0,93.0,139.0,70.0,B+,213.0,71.0,B+,N24,,33,016991,11/07/2013,27/016991,08/03/2012,Debjani,,
YS-N24/33-2900307/2012,45,70.0,35.0,40.0,145.0,73.0,B+,30.0,75.0,105.0,53.0,C,0.0,0.0,0.0,0.0,INC,0.0,0.0,INC,N24,,33,,,,,PROMITA,,
YS-N24/33-2900006/2012,45,50.0,17.0,44.0,111.0,56.0,C,38.0,69.0,107.0,54.0,C,0.0,0.0,0.0,0.0,INC,0.0,0.0,INC,N24,,33,,,,,Debjani,,
YS-N24/33-2900202/2012,45,92.0,26.0,41.0,159.0,80.0,A,72.0,70.0,142.0,71.0,B+,38.0,64.0,102.0,51.0,C,202.0,68.0,B,N24,,33,017004,28/06/2013,40/017004,28/06/2013,Debjani,,
YS-N24/33-2900267/2012,45,92.0,44.0,44.0,180.0,90.0,A+,66.0,83.0,149.0,75.0,B+,86.0,82.0,168.0,84.0,A,249.0,83.0,A,N24,,33,,,,,Debjani,,
YS-N24/33-2900189/2012,45,76.0,20.0,39.0,135.0,68.0,B,48.0,76.0,124.0,62.0,B,40.0,65.0,105.0,53.0,C,183.0,61.0,B,N24,,33,016999,01/11/2013,35/016999,01/04/2013,Debjani,,
YS-N24/33-2900141/2012,45,94.0,26.0,46.0,166.0,83.0,A,64.0,64.0,128.0,64.0,B,62.0,63.0,125.0,63.0,B,210.0,70.0,B+,N24,,33,016994,19/07/2014,30/016994,19/07/2014,Debjani,,
YS-N24/33-2900129/2012,45,86.0,37.0,46.0,169.0,85.0,A,66.0,84.0,150.0,75.0,B+,54.0,82.0,136.0,68.0,B,228.0,76.0,B+,N24,,33,016987,14/08/2013,23/016987,14/08/2013,Debjani,,
YS-N24/33-2900111/2012,45,94.0,36.0,46.0,176.0,88.0,A,96.0,82.0,178.0,89.0,A,92.0,70.0,162.0,81.0,A,258.0,86.0,A,N24,,33,016998,,34/016998,,Debjani,,
YS-N24/33-2900117/2012,45,76.0,32.0,46.0,154.0,77.0,B+,64.0,79.0,143.0,72.0,B+,50.0,80.0,130.0,65.0,B,214.0,72.0,B+,N24,,33,016972,25/11/2013,8/016972,20/05/2013,Debjani,,
YS-N24/33-2900305/2012,45,52.0,22.0,41.0,115.0,58.0,C,42.0,64.0,106.0,53.0,C,0.0,0.0,0.0,0.0,INC,0.0,0.0,INC,N24,,33,,,,,PROMITA,,
YS-N24/33-2900158/2012,45,98.0,48.0,48.0,194.0,97.0,A+,98.0,84.0,182.0,91.0,A+,98.0,80.0,178.0,89.0,A,277.0,93.0,A+,N24,,33,,,,,Debjani,,
