reg_no,batch_code,p1s1,p2s1,p3s1,ts1,as1,gs1,p1s2,p2s2,ts2,as2,gs2,p1s3,p2s3,ts3,as3,gs3,tot,avg,grade,centre,pre_reg_no,session,certi_no,certi_date,trans_no,trans_date,USER,Remarks,EXAM_APPEAR
YS-N24/58-5600053/2018,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/56-5600053/2018,58,,,,,,,
YS-N24/58-5600012/2018,35,,,,,,,62.0,28.0,,,,,,,,,,,A+,N24,YS-N24/56-5600012/2018,58,WB1003393616,13/06/2019,,,,PASS,
YS-N24/58-5600084/2018,35,,,,,,,52.0,27.0,,,,,,,,,,,B+,N24,YS-N24/56-5600084/2018,58,WB1003396459,15/06/2019,,,,PASS,
YS-N24/58-5600022/2018,35,,,,,,,44.0,25.0,,,,,,,,,,,B,N24,YS-N24/56-5600022/2018,58,WB1003401584,08/07/2019,,,,PASS,
YS-N24/58-5600023/2018,35,,,,,,,50.0,25.0,,,,,,,,,,,B+,N24,YS-N24/56-5600023/2018,58,WB1003401490,08/07/2019,,,,PASS,
YS-N24/58-5600054/2018,35,,,,,,,61.0,30.0,,,,,,,,,,,A+,N24,YS-N24/56-5600054/2018,58,WB1003393710,19/06/2019,,,,PASS,
YS-N24/58-5600182/2018,32,,,,,,,,,,,,,,,,,,,,N24,YS-N24/56-5600182/2018,58,,,,,,,
YS-N24/58-5600085/2018,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/56-5600085/2018,58,,,,,,,
YS-N24/58-5600152/2018,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/56-5600152/2018,58,,,,,,,
YS-N24/58-5600395/2018,32,,,,,,,,,,,,,,,,,,,,N24,YS-N24/56-5600395/2018,58,,,,,,,
YS-N24/58-5600394/2018,32,,,,,,,,,,,,,,,,,,,,N24,YS-N24/56-5600394/2018,58,,,,,,,
YS-N24/58-5600048/2018,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/56-5600048/2018,58,,,,,,,
YS-N24/58-5600049/2018,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/56-5600049/2018,58,,,,,,,
YS-N24/58-5600004/2018,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/56-5600004/2018,58,,,,,,,
YS-N24/58-5600003/2018,35,,,,,,,,,,,,,,,,,,,,N24,YS-N24/56-5600003/2018,58,,,,,,,
YS-N24/58-5600021/2018,35,,,,,,,45.0,26.0,,,,,,,,,,,B+,N24,YS-N24/56-5600021/2018,58,WB1003397622,,,,,PASS,
